,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_G&S_frontomargin_volume,lh_G&S_occipital_inf_volume,lh_G&S_paracentral_volume,lh_G&S_subcentral_volume,lh_G&S_transv_frontopol_volume,lh_G&S_cingul-Ant_volume,lh_G&S_cingul-Mid-Ant_volume,lh_G&S_cingul-Mid-Post_volume,lh_G_cingul-Post-dorsal_volume,lh_G_cingul-Post-ventral_volume,lh_G_cuneus_volume,lh_G_front_inf-Opercular_volume,lh_G_front_inf-Orbital_volume,lh_G_front_inf-Triangul_volume,lh_G_front_middle_volume,lh_G_front_sup_volume,lh_G_Ins_lg&S_cent_ins_volume,lh_G_insular_short_volume,lh_G_occipital_middle_volume,lh_G_occipital_sup_volume,lh_G_oc-temp_lat-fusifor_volume,lh_G_oc-temp_med-Lingual_volume,lh_G_oc-temp_med-Parahip_volume,lh_G_orbital_volume,lh_G_pariet_inf-Angular_volume,lh_G_pariet_inf-Supramar_volume,lh_G_parietal_sup_volume,lh_G_postcentral_volume,lh_G_precentral_volume,lh_G_precuneus_volume,lh_G_rectus_volume,lh_G_subcallosal_volume,lh_G_temp_sup-G_T_transv_volume,lh_G_temp_sup-Lateral_volume,lh_G_temp_sup-Plan_polar_volume,lh_G_temp_sup-Plan_tempo_volume,lh_G_temporal_inf_volume,lh_G_temporal_middle_volume,lh_Lat_Fis-ant-Horizont_volume,lh_Lat_Fis-ant-Vertical_volume,lh_Lat_Fis-post_volume,lh_Pole_occipital_volume,lh_Pole_temporal_volume,lh_S_calcarine_volume,lh_S_central_volume,lh_S_cingul-Marginalis_volume,lh_S_circular_insula_ant_volume,lh_S_circular_insula_inf_volume,lh_S_circular_insula_sup_volume,lh_S_collat_transv_ant_volume,lh_S_collat_transv_post_volume,lh_S_front_inf_volume,lh_S_front_middle_volume,lh_S_front_sup_volume,lh_S_interm_prim-Jensen_volume,lh_S_intrapariet&P_trans_volume,lh_S_oc_middle&Lunatus_volume,lh_S_oc_sup&transversal_volume,lh_S_occipital_ant_volume,lh_S_oc-temp_lat_volume,lh_S_oc-temp_med&Lingual_volume,lh_S_orbital_lateral_volume,lh_S_orbital_med-olfact_volume,lh_S_orbital-H_Shaped_volume,lh_S_parieto_occipital_volume,lh_S_pericallosal_volume,lh_S_postcentral_volume,lh_S_precentral-inf-part_volume,lh_S_precentral-sup-part_volume,lh_S_suborbital_volume,lh_S_subparietal_volume,lh_S_temporal_inf_volume,lh_S_temporal_sup_volume,lh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,lh_G_and_S_frontomargin_volume,lh_G_and_S_occipital_inf_volume,lh_G_and_S_paracentral_volume,lh_G_and_S_subcentral_volume,lh_G_and_S_transv_frontopol_volume,lh_G_and_S_cingul-Ant_volume,lh_G_and_S_cingul-Mid-Ant_volume,lh_G_and_S_cingul-Mid-Post_volume,lh_G_Ins_lg_and_S_cent_ins_volume,lh_S_intrapariet_and_P_trans_volume,lh_S_oc_middle_and_Lunatus_volume,lh_S_oc_sup_and_transversal_volume,lh_S_oc-temp_med_and_Lingual_volume,rh_G&S_frontomargin_volume,rh_G&S_occipital_inf_volume,rh_G&S_paracentral_volume,rh_G&S_subcentral_volume,rh_G&S_transv_frontopol_volume,rh_G&S_cingul-Ant_volume,rh_G&S_cingul-Mid-Ant_volume,rh_G&S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg&S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet&P_trans_volume,rh_S_oc_middle&Lunatus_volume,rh_S_oc_sup&transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med&Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc-temp_med_and_Lingual_volume
sub-HC0076,4007.3,5251.5,2257.3,4368.7,2014.7,397.3,3983.9,5465.2,2295.3,4642.1,1988.7,504.9,1276848.0,1260537.0,253434.809452,256208.158471,509642.967923,271161.0,272463.0,543624.0,64446.0,688778.967923,1132315.0,1116004.0,1650094.0,0.843094,1.089545,12.0,7.0,19.0,1514479.680151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.0,644.0,3496.0,4119.0,1417.0,3272.0,10193.0,19967.0,0.0,2437.0,3812.0,3448.0,3684.0,3551.0,3541.0,5886.0,4926.0,7322.0,7524.0,3562.0,7559.0,7283.0,2163.0,1189.0,1345.0,6469.0,1874.0,2053.0,9519.0,8461.0,417.0,462.0,1599.0,3657.0,6001.0,2085.0,3383.0,1604.0,698.0,1971.0,2566.0,1992.0,517.0,3828.0,2701.0,5747.0,276.0,0.0,0.0,0.0,721.0,1524.0,0.0,454.0,855.0,2752.0,3425.0,1151.0,4183.0,3224.0,2886.0,894.0,1892.0,2246.0,8881.0,520.0,1260537.0,1514479.680151,2551.0,2514.0,2855.0,3048.0,2386.0,4436.0,2874.0,3021.0,1642.0,4749.0,975.0,1552.0,2925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.0,870.0,3493.0,3559.0,1115.0,2672.0,11222.0,17041.0,0.0,2271.0,4325.0,2819.0,4524.0,3331.0,3608.0,7547.0,7640.0,6198.0,5810.0,3830.0,8536.0,6313.0,2287.0,990.0,756.0,5639.0,2329.0,1877.0,7826.0,9450.0,698.0,338.0,1945.0,5360.0,6270.0,2055.0,3660.0,2119.0,860.0,1596.0,2370.0,1762.0,487.0,3422.0,4279.0,5219.0,920.0,0.0,0.0,0.0,1174.0,1603.0,0.0,515.0,1222.0,2873.0,3493.0,1389.0,3939.0,2622.0,2490.0,603.0,1997.0,1921.0,9910.0,329.0,1260537.0,1514479.680151,2040.0,2903.0,2739.0,2447.0,2631.0,6088.0,2735.0,2701.0,1528.0,5786.0,1080.0,1433.0,2950.0
sub-HC0077,3128.5,5127.2,2227.5,4080.9,1735.3,458.6,2641.3,5128.9,2001.8,4160.2,1977.5,521.0,1134844.0,1121665.0,234724.604223,236820.968017,471545.57224,249561.151156,246656.567573,496217.718729,58432.0,601845.57224,1040282.29097,1030192.29097,1875325.0,0.742829,1.227522,30.0,25.0,55.0,1527732.327545,1624.0,2863.0,3080.0,3326.0,1030.0,4298.0,2242.0,2450.0,2187.0,907.0,2367.0,3433.0,986.0,3463.0,8438.0,15898.0,1530.0,2353.0,5069.0,1943.0,3855.0,4597.0,3220.0,5566.0,6382.0,5746.0,6398.0,4161.0,6685.0,6438.0,2506.0,1661.0,873.0,4455.0,2170.0,1682.0,7128.0,7929.0,750.0,473.0,1208.0,2025.0,5444.0,2658.0,3407.0,1691.0,1001.0,2498.0,3065.0,2073.0,615.0,3279.0,1820.0,6266.0,592.0,4420.0,1250.0,2099.0,1543.0,1582.0,2937.0,427.0,1030.0,2825.0,2758.0,1175.0,3764.0,1949.0,2707.0,896.0,1653.0,2796.0,10764.0,342.0,1121665.0,1527732.327545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0,2245.0,2071.0,3194.0,2695.0,5339.0,2694.0,3009.0,1303.0,860.0,2899.0,2950.0,1427.0,2368.0,8711.0,17640.0,1665.0,2896.0,5794.0,1924.0,4052.0,3616.0,3294.0,6733.0,5596.0,7003.0,4586.0,3853.0,5875.0,4876.0,1983.0,864.0,512.0,3317.0,2703.0,1029.0,9396.0,10277.0,894.0,355.0,1779.0,3355.0,6239.0,2185.0,3305.0,1561.0,1126.0,1696.0,2558.0,1804.0,658.0,3535.0,4296.0,4982.0,782.0,4356.0,1797.0,2014.0,1147.0,2062.0,2935.0,1061.0,1056.0,2349.0,3793.0,1424.0,3558.0,2286.0,1798.0,721.0,1648.0,2491.0,7735.0,224.0,1121665.0,1527732.327545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0078,3724.8,4804.4,2246.2,4176.4,1743.7,464.2,3646.7,4897.6,2167.6,4790.9,1913.4,556.5,1242207.0,1228640.0,249642.4712,251810.589361,501453.060561,259757.480673,259258.028378,519015.509052,60836.0,677064.060561,1094500.569612,1084898.569612,1542478.0,0.768435,0.954185,43.0,38.0,81.0,1616540.529795,1663.0,3875.0,2981.0,2914.0,2498.0,4818.0,2128.0,2542.0,2312.0,979.0,3364.0,2878.0,910.0,2629.0,10208.0,18837.0,1525.0,2318.0,5349.0,2201.0,4176.0,5530.0,3156.0,5582.0,6153.0,7084.0,5647.0,4047.0,6183.0,5822.0,2254.0,1353.0,1153.0,6129.0,2174.0,2083.0,6899.0,9218.0,483.0,710.0,1856.0,3171.0,6090.0,3100.0,3967.0,1660.0,977.0,2324.0,2427.0,1934.0,551.0,3425.0,2244.0,4626.0,545.0,4811.0,1852.0,2080.0,1058.0,2062.0,2944.0,462.0,1126.0,2989.0,3082.0,1827.0,4043.0,2545.0,2552.0,981.0,1591.0,3320.0,9860.0,448.0,1228640.0,1616540.529795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.0,2983.0,2640.0,2666.0,2946.0,5927.0,3040.0,2716.0,1758.0,874.0,3274.0,3208.0,1083.0,2610.0,8388.0,17140.0,1683.0,1942.0,5863.0,3058.0,4986.0,6321.0,2910.0,6716.0,7428.0,7098.0,4837.0,3815.0,5980.0,6320.0,2000.0,976.0,936.0,5376.0,2457.0,1787.0,7651.0,9975.0,740.0,379.0,1798.0,4797.0,4812.0,2663.0,3426.0,2157.0,1001.0,2017.0,2295.0,1652.0,509.0,3546.0,3311.0,3497.0,846.0,4823.0,1062.0,2450.0,1504.0,2199.0,3234.0,773.0,1128.0,2993.0,3549.0,1518.0,3753.0,2858.0,1661.0,333.0,2679.0,2386.0,10784.0,491.0,1228640.0,1616540.529795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0079,3264.8,4470.9,1746.6,3710.7,1594.7,356.4,3163.9,4577.2,1662.8,3836.8,1587.0,465.1,1040162.0,1019370.0,215375.599367,217329.890674,432705.490041,210092.726356,212433.704478,422526.430834,50965.0,571270.490041,926141.920875,908660.920875,1294416.0,0.774058,0.963266,17.0,17.0,34.0,1343778.192852,2178.0,2648.0,2348.0,2519.0,1885.0,3846.0,2068.0,2034.0,1489.0,480.0,2659.0,3079.0,881.0,2375.0,9923.0,14868.0,1214.0,2062.0,4557.0,2539.0,3790.0,4025.0,3608.0,5073.0,5181.0,6480.0,5723.0,3903.0,5267.0,5310.0,1929.0,514.0,1171.0,5572.0,1363.0,1981.0,7121.0,6830.0,450.0,367.0,1606.0,2477.0,5947.0,2423.0,3271.0,1072.0,683.0,2263.0,2235.0,1771.0,388.0,2871.0,1317.0,3821.0,705.0,3914.0,1097.0,1791.0,874.0,1226.0,2222.0,435.0,1074.0,2160.0,2712.0,980.0,3472.0,3062.0,1401.0,951.0,1498.0,2184.0,9923.0,391.0,1019370.0,1343778.192852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,2801.0,2399.0,2635.0,2310.0,5022.0,2537.0,2253.0,1063.0,605.0,2792.0,2884.0,1239.0,1388.0,8352.0,13154.0,1457.0,1742.0,4772.0,2452.0,4404.0,3929.0,3445.0,6170.0,7178.0,5018.0,4902.0,4181.0,6380.0,4557.0,2127.0,527.0,597.0,4820.0,1798.0,1606.0,7433.0,7575.0,252.0,206.0,1930.0,4896.0,6281.0,2477.0,3076.0,1841.0,907.0,1522.0,1904.0,2311.0,379.0,2517.0,2818.0,3879.0,383.0,3776.0,1054.0,1810.0,1136.0,1359.0,2348.0,667.0,1053.0,2044.0,2660.0,1198.0,3672.0,2431.0,1747.0,267.0,1477.0,2453.0,8603.0,295.0,1019370.0,1343778.192852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0080,3239.7,5319.3,1958.5,4254.3,1716.8,473.6,3185.6,5342.2,1924.1,4470.6,1885.4,427.4,1139854.0,1122319.0,219460.576814,222201.174892,441661.751706,239160.592098,237416.460513,476577.052611,59193.0,615991.751706,994373.804317,981106.804317,1406539.0,0.766406,0.945718,24.0,24.0,48.0,1487271.433784,2102.0,3483.0,2611.0,2860.0,1764.0,4500.0,2542.0,2056.0,1267.0,495.0,2773.0,2574.0,1236.0,2456.0,10382.0,16302.0,1445.0,2065.0,4734.0,2069.0,4482.0,4619.0,3294.0,5103.0,4871.0,4904.0,4626.0,4048.0,5952.0,4619.0,2521.0,962.0,998.0,6623.0,2012.0,1872.0,6111.0,7437.0,380.0,496.0,1382.0,3158.0,6046.0,2223.0,3150.0,1275.0,775.0,2101.0,2233.0,1475.0,499.0,3196.0,2332.0,4218.0,370.0,3456.0,1270.0,1606.0,812.0,1428.0,2413.0,292.0,862.0,2392.0,3193.0,839.0,3340.0,2301.0,2385.0,963.0,1198.0,2085.0,9730.0,321.0,1122319.0,1487271.433784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769.0,2597.0,2070.0,3021.0,2442.0,4823.0,2572.0,2629.0,1283.0,795.0,2821.0,3266.0,1157.0,2502.0,9833.0,15043.0,1349.0,2144.0,4505.0,2015.0,5339.0,4520.0,3917.0,6439.0,6580.0,4750.0,4788.0,3563.0,5811.0,4751.0,1476.0,887.0,891.0,4868.0,1825.0,1842.0,6746.0,8485.0,484.0,371.0,1936.0,4329.0,5936.0,2331.0,2866.0,1555.0,897.0,1906.0,1865.0,2202.0,761.0,3145.0,3472.0,3559.0,648.0,3873.0,974.0,1508.0,864.0,1063.0,2818.0,652.0,930.0,2334.0,2859.0,1212.0,2162.0,2015.0,2288.0,590.0,1370.0,1970.0,9010.0,427.0,1122319.0,1487271.433784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0081,3471.2,5804.7,2511.8,5024.2,2174.6,567.5,3671.1,6159.4,2463.6,5209.8,2281.2,600.4,1403058.0,1386183.0,261960.497038,258202.138456,520162.635494,323810.68432,319515.175633,643325.859952,68858.0,707705.635494,1249815.495447,1237102.495447,1713233.0,0.783803,0.957079,18.0,32.0,50.0,1790064.845231,2068.0,3724.0,2232.0,3631.0,2052.0,5833.0,2176.0,2688.0,1897.0,618.0,4263.0,3298.0,1104.0,2975.0,9554.0,18044.0,1690.0,2627.0,5415.0,2213.0,6414.0,6584.0,4657.0,6033.0,5810.0,7323.0,5532.0,4294.0,7029.0,6671.0,2344.0,1879.0,850.0,6437.0,2735.0,2440.0,6849.0,9982.0,386.0,422.0,1587.0,3439.0,6029.0,3713.0,4502.0,1380.0,966.0,2389.0,2461.0,2085.0,662.0,3430.0,1492.0,3998.0,443.0,3902.0,2110.0,1443.0,1554.0,1394.0,3761.0,430.0,914.0,2431.0,4664.0,1407.0,4480.0,3898.0,2527.0,1244.0,1722.0,3361.0,10808.0,229.0,1386183.0,1790064.845231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1870.0,3793.0,2163.0,2872.0,2591.0,5622.0,2544.0,2341.0,1655.0,968.0,4262.0,3446.0,894.0,2749.0,8145.0,16782.0,1832.0,2449.0,7223.0,2220.0,5660.0,4882.0,4763.0,7114.0,6940.0,6194.0,5254.0,4759.0,5791.0,5023.0,2151.0,1407.0,702.0,4639.0,2648.0,1617.0,9884.0,8901.0,399.0,298.0,1836.0,5973.0,6727.0,3915.0,3417.0,2014.0,960.0,2097.0,2677.0,2864.0,722.0,3501.0,2882.0,3896.0,386.0,3918.0,1807.0,1556.0,1636.0,1773.0,2953.0,739.0,1129.0,2650.0,4392.0,2263.0,4118.0,3360.0,1918.0,566.0,2293.0,2892.0,9978.0,511.0,1386183.0,1790064.845231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0083,3567.1,5132.8,2045.0,3937.4,1626.4,450.3,3534.2,5162.6,1935.9,3834.9,1753.3,506.9,1078860.0,1068100.0,215754.201879,219155.309903,434909.511782,227633.658824,227547.740416,455181.39924,57459.0,586923.511782,958524.911023,950825.911023,1270830.0,0.786595,0.92656,29.0,25.0,54.0,1371556.563336,2083.0,3051.0,2245.0,2573.0,1379.0,3471.0,1723.0,2273.0,1847.0,683.0,2378.0,3322.0,1056.0,2431.0,8529.0,14243.0,1534.0,2280.0,4295.0,1840.0,4499.0,4202.0,3221.0,4928.0,6942.0,5363.0,4973.0,2741.0,5256.0,6607.0,1757.0,1199.0,1066.0,5941.0,1551.0,1791.0,6823.0,6619.0,377.0,295.0,1545.0,2412.0,4899.0,2484.0,2992.0,1408.0,700.0,2546.0,2413.0,1818.0,619.0,2928.0,2630.0,4377.0,395.0,4590.0,1353.0,1402.0,642.0,1384.0,2749.0,500.0,838.0,2860.0,2477.0,907.0,3163.0,2526.0,1929.0,1487.0,1967.0,2153.0,9215.0,662.0,1068100.0,1371556.563336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,2675.0,2610.0,2882.0,1668.0,4926.0,1891.0,2374.0,1327.0,893.0,3065.0,2704.0,1133.0,2103.0,8185.0,14803.0,1444.0,2206.0,4527.0,2003.0,4400.0,4089.0,2988.0,5128.0,6948.0,6150.0,4482.0,2884.0,5867.0,5141.0,1925.0,652.0,922.0,4171.0,2548.0,1678.0,7313.0,7261.0,495.0,258.0,1964.0,4340.0,6735.0,2457.0,2637.0,1919.0,870.0,1866.0,2418.0,2293.0,922.0,2806.0,2741.0,3583.0,483.0,4232.0,963.0,1658.0,981.0,1631.0,2626.0,637.0,1023.0,2363.0,3253.0,1282.0,3512.0,2586.0,1846.0,435.0,1977.0,2565.0,8152.0,403.0,1068100.0,1371556.563336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0084,3332.1,5364.3,2277.9,4059.4,1513.3,358.2,3364.3,4936.8,2094.4,4006.5,1568.2,545.8,1180833.0,1170845.0,258014.941727,258331.635903,516346.577631,236971.401422,231924.249942,468895.651364,58405.0,670729.577631,1053553.228995,1046895.228995,1420317.0,0.761281,0.915676,28.0,25.0,53.0,1551113.219393,1851.0,3883.0,2355.0,3835.0,1640.0,4475.0,2019.0,2523.0,1728.0,814.0,4119.0,4595.0,1177.0,3421.0,11707.0,19341.0,1803.0,2467.0,5255.0,2448.0,3249.0,5211.0,4131.0,6461.0,6467.0,6838.0,5561.0,2578.0,8483.0,5340.0,2343.0,1614.0,1013.0,7317.0,2264.0,1893.0,7740.0,8057.0,473.0,459.0,1751.0,3014.0,5876.0,3725.0,3786.0,1332.0,812.0,2630.0,2622.0,2291.0,492.0,5323.0,1554.0,5019.0,742.0,3965.0,1606.0,1508.0,1065.0,1551.0,3033.0,387.0,1036.0,3236.0,3491.0,956.0,3551.0,5178.0,2442.0,995.0,1391.0,2692.0,10261.0,353.0,1170845.0,1551113.219393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.0,2942.0,2250.0,2812.0,2655.0,7193.0,2392.0,2149.0,1556.0,976.0,3508.0,3786.0,1509.0,2744.0,11825.0,17469.0,2279.0,2028.0,5493.0,2521.0,4431.0,4874.0,3658.0,7285.0,7892.0,5883.0,5223.0,3155.0,7474.0,5888.0,2126.0,981.0,795.0,5427.0,2888.0,1496.0,6740.0,8834.0,367.0,436.0,2038.0,5287.0,7305.0,3157.0,3419.0,1703.0,1069.0,1753.0,1983.0,2135.0,792.0,4477.0,4302.0,4111.0,420.0,5288.0,814.0,1994.0,1123.0,1790.0,2872.0,767.0,1185.0,3117.0,4255.0,1286.0,2717.0,3135.0,2588.0,403.0,2084.0,2312.0,10877.0,457.0,1170845.0,1551113.219393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0085,3336.3,4981.4,2066.9,4357.0,1555.5,416.6,3176.9,4152.9,1923.0,4491.5,1632.9,467.5,1110996.0,1097382.0,224469.669743,228111.884761,452581.554504,224527.60378,223270.86358,447798.46736,58229.0,618762.554504,971530.021865,961436.021865,1365300.0,0.762483,0.937014,22.0,23.0,45.0,1457075.784861,2019.0,2990.0,2589.0,3032.0,1732.0,4017.0,1851.0,2573.0,1413.0,626.0,3036.0,3120.0,1026.0,2495.0,11212.0,18554.0,1376.0,2289.0,5605.0,2358.0,3981.0,4438.0,4254.0,5892.0,4797.0,5618.0,6185.0,3811.0,5892.0,4974.0,2113.0,1040.0,785.0,5656.0,1546.0,1448.0,5912.0,6454.0,364.0,319.0,1142.0,2960.0,4891.0,2811.0,3564.0,1396.0,657.0,2097.0,2345.0,1843.0,599.0,3092.0,2884.0,4706.0,368.0,3236.0,1684.0,1402.0,885.0,1005.0,2357.0,398.0,802.0,2663.0,2746.0,879.0,3451.0,2226.0,2292.0,600.0,1044.0,1919.0,10170.0,491.0,1097382.0,1457075.784861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0,2953.0,2487.0,2918.0,2833.0,4976.0,2163.0,2500.0,1223.0,898.0,3232.0,3445.0,1079.0,2510.0,10072.0,16710.0,1951.0,1813.0,4664.0,3348.0,4063.0,3930.0,3588.0,6517.0,7497.0,4894.0,5297.0,3598.0,6824.0,4203.0,1587.0,704.0,582.0,4477.0,1622.0,1467.0,6000.0,7088.0,460.0,448.0,1693.0,5066.0,5026.0,2758.0,3600.0,1467.0,885.0,1648.0,1948.0,2020.0,554.0,2830.0,3600.0,3957.0,802.0,3989.0,1276.0,1360.0,1688.0,1676.0,2731.0,736.0,793.0,2951.0,3264.0,1292.0,3100.0,2749.0,1827.0,367.0,1899.0,1728.0,9147.0,397.0,1097382.0,1457075.784861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0086,3363.3,5069.6,2315.7,4188.0,1565.8,501.6,3342.0,5066.4,2247.3,4305.2,2059.7,437.0,1250809.0,1230550.0,237347.541046,239732.848006,477080.389051,270205.390578,271691.639356,541897.029934,60955.0,656234.389051,1101063.418985,1083998.418985,1534890.0,0.781395,0.958863,39.0,52.0,91.0,1600738.798818,2509.0,2639.0,2567.0,3768.0,1585.0,5270.0,2572.0,3333.0,1512.0,685.0,2388.0,3397.0,1069.0,1785.0,10876.0,16376.0,1294.0,2176.0,4913.0,2370.0,5917.0,3572.0,3443.0,6526.0,6068.0,5211.0,6780.0,3882.0,7218.0,6217.0,2653.0,1455.0,761.0,5014.0,1793.0,1238.0,8248.0,8206.0,412.0,450.0,1510.0,2735.0,4710.0,2083.0,4291.0,1740.0,970.0,1838.0,2576.0,2005.0,527.0,2515.0,2178.0,5190.0,379.0,4061.0,1147.0,1603.0,1152.0,2240.0,3477.0,484.0,1015.0,2409.0,2456.0,1343.0,3709.0,2687.0,3033.0,979.0,1166.0,3035.0,8608.0,616.0,1230550.0,1600738.798818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071.0,1985.0,3022.0,2732.0,2004.0,6035.0,2994.0,3096.0,1405.0,725.0,3031.0,3780.0,1192.0,2161.0,8649.0,15484.0,1865.0,2035.0,5856.0,2468.0,3771.0,3971.0,4204.0,7330.0,7588.0,5672.0,4523.0,4155.0,7307.0,4403.0,1697.0,997.0,893.0,5031.0,1455.0,1623.0,8592.0,8729.0,485.0,282.0,1714.0,5180.0,5885.0,2073.0,3655.0,2166.0,1049.0,1862.0,1850.0,1633.0,463.0,3499.0,3642.0,4515.0,642.0,3916.0,1395.0,1405.0,1203.0,1843.0,2506.0,641.0,1038.0,2526.0,3650.0,1380.0,3424.0,2471.0,2701.0,621.0,2080.0,2431.0,10859.0,257.0,1230550.0,1600738.798818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
