,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_G&S_frontomargin_volume,lh_G&S_occipital_inf_volume,lh_G&S_paracentral_volume,lh_G&S_subcentral_volume,lh_G&S_transv_frontopol_volume,lh_G&S_cingul-Ant_volume,lh_G&S_cingul-Mid-Ant_volume,lh_G&S_cingul-Mid-Post_volume,lh_G_cingul-Post-dorsal_volume,lh_G_cingul-Post-ventral_volume,lh_G_cuneus_volume,lh_G_front_inf-Opercular_volume,lh_G_front_inf-Orbital_volume,lh_G_front_inf-Triangul_volume,lh_G_front_middle_volume,lh_G_front_sup_volume,lh_G_Ins_lg&S_cent_ins_volume,lh_G_insular_short_volume,lh_G_occipital_middle_volume,lh_G_occipital_sup_volume,lh_G_oc-temp_lat-fusifor_volume,lh_G_oc-temp_med-Lingual_volume,lh_G_oc-temp_med-Parahip_volume,lh_G_orbital_volume,lh_G_pariet_inf-Angular_volume,lh_G_pariet_inf-Supramar_volume,lh_G_parietal_sup_volume,lh_G_postcentral_volume,lh_G_precentral_volume,lh_G_precuneus_volume,lh_G_rectus_volume,lh_G_subcallosal_volume,lh_G_temp_sup-G_T_transv_volume,lh_G_temp_sup-Lateral_volume,lh_G_temp_sup-Plan_polar_volume,lh_G_temp_sup-Plan_tempo_volume,lh_G_temporal_inf_volume,lh_G_temporal_middle_volume,lh_Lat_Fis-ant-Horizont_volume,lh_Lat_Fis-ant-Vertical_volume,lh_Lat_Fis-post_volume,lh_Pole_occipital_volume,lh_Pole_temporal_volume,lh_S_calcarine_volume,lh_S_central_volume,lh_S_cingul-Marginalis_volume,lh_S_circular_insula_ant_volume,lh_S_circular_insula_inf_volume,lh_S_circular_insula_sup_volume,lh_S_collat_transv_ant_volume,lh_S_collat_transv_post_volume,lh_S_front_inf_volume,lh_S_front_middle_volume,lh_S_front_sup_volume,lh_S_interm_prim-Jensen_volume,lh_S_intrapariet&P_trans_volume,lh_S_oc_middle&Lunatus_volume,lh_S_oc_sup&transversal_volume,lh_S_occipital_ant_volume,lh_S_oc-temp_lat_volume,lh_S_oc-temp_med&Lingual_volume,lh_S_orbital_lateral_volume,lh_S_orbital_med-olfact_volume,lh_S_orbital-H_Shaped_volume,lh_S_parieto_occipital_volume,lh_S_pericallosal_volume,lh_S_postcentral_volume,lh_S_precentral-inf-part_volume,lh_S_precentral-sup-part_volume,lh_S_suborbital_volume,lh_S_subparietal_volume,lh_S_temporal_inf_volume,lh_S_temporal_sup_volume,lh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,lh_G_and_S_frontomargin_volume,lh_G_and_S_occipital_inf_volume,lh_G_and_S_paracentral_volume,lh_G_and_S_subcentral_volume,lh_G_and_S_transv_frontopol_volume,lh_G_and_S_cingul-Ant_volume,lh_G_and_S_cingul-Mid-Ant_volume,lh_G_and_S_cingul-Mid-Post_volume,lh_G_Ins_lg_and_S_cent_ins_volume,lh_S_intrapariet_and_P_trans_volume,lh_S_oc_middle_and_Lunatus_volume,lh_S_oc_sup_and_transversal_volume,lh_S_oc-temp_med_and_Lingual_volume,rh_G&S_frontomargin_volume,rh_G&S_occipital_inf_volume,rh_G&S_paracentral_volume,rh_G&S_subcentral_volume,rh_G&S_transv_frontopol_volume,rh_G&S_cingul-Ant_volume,rh_G&S_cingul-Mid-Ant_volume,rh_G&S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg&S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet&P_trans_volume,rh_S_oc_middle&Lunatus_volume,rh_S_oc_sup&transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med&Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc-temp_med_and_Lingual_volume
sub-HC0087,2984.6,3954.1,1687.1,3710.9,1568.5,375.0,2962.0,4396.9,1809.2,3950.8,1646.2,464.9,1048383.0,1035276.0,207510.110936,207473.890973,414984.001909,220298.804978,218700.255943,438999.060921,52379.0,566578.001909,917973.06283,907926.06283,1288096.0,0.80549,0.989665,26.0,8.0,34.0,1301547.217895,1435.0,2514.0,2463.0,2893.0,1483.0,3527.0,1926.0,2130.0,1507.0,612.0,3080.0,2838.0,933.0,2424.0,8666.0,16115.0,1520.0,2347.0,3729.0,2224.0,3577.0,3566.0,2527.0,4742.0,5824.0,7834.0,5473.0,3500.0,5202.0,4801.0,2065.0,1040.0,1387.0,6120.0,1995.0,2309.0,5230.0,5960.0,352.0,291.0,1805.0,2560.0,5363.0,2573.0,3173.0,1394.0,747.0,2179.0,2117.0,1431.0,413.0,2487.0,1444.0,3934.0,370.0,3840.0,913.0,1104.0,755.0,790.0,2329.0,332.0,1021.0,2536.0,2785.0,1172.0,3279.0,2014.0,2160.0,1137.0,1178.0,1861.0,7383.0,659.0,1035276.0,1301547.217895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1551.0,2412.0,2415.0,2410.0,2614.0,5194.0,2379.0,2320.0,1187.0,696.0,2459.0,3154.0,980.0,2163.0,6495.0,13947.0,1475.0,1979.0,4344.0,2069.0,3773.0,3763.0,3178.0,5628.0,7371.0,5150.0,4215.0,3064.0,5664.0,4402.0,1869.0,567.0,866.0,4908.0,1949.0,1183.0,5705.0,7397.0,323.0,363.0,1640.0,4458.0,6528.0,2335.0,3128.0,1759.0,860.0,1879.0,1891.0,1103.0,450.0,2072.0,3121.0,3367.0,346.0,4206.0,1115.0,1144.0,981.0,1397.0,2365.0,468.0,925.0,2086.0,2819.0,1146.0,3361.0,1917.0,1996.0,426.0,1340.0,1996.0,8951.0,338.0,1035276.0,1301547.217895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC0089,3763.0,5887.5,2298.9,4390.5,1778.3,522.4,3888.5,6197.3,2311.9,4802.4,2087.9,633.8,1390469.0,1372127.0,301004.881818,303727.987584,604732.869403,273925.986752,274492.828175,548418.814927,66926.0,791482.869403,1237602.68433,1223454.68433,1700137.0,0.755622,0.923905,51.0,39.0,90.0,1840164.111018,2347.0,5474.0,2980.0,3737.0,2704.0,5746.0,3003.0,3309.0,2058.0,759.0,3717.0,5035.0,1513.0,4789.0,11590.0,22635.0,2145.0,3092.0,5264.0,3264.0,6262.0,5570.0,3599.0,7805.0,5761.0,10272.0,7309.0,4794.0,6797.0,8762.0,2544.0,2136.0,1299.0,8101.0,2630.0,3554.0,7946.0,8676.0,616.0,953.0,2046.0,3606.0,7176.0,2993.0,3598.0,1932.0,967.0,2844.0,3260.0,2423.0,863.0,6144.0,3675.0,6193.0,549.0,4694.0,1395.0,1965.0,1415.0,1721.0,3570.0,928.0,1061.0,2741.0,4408.0,1315.0,5323.0,2428.0,2728.0,1405.0,1822.0,2553.0,10401.0,879.0,1372127.0,1840164.111018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,3734.0,2790.0,3615.0,3324.0,6660.0,2952.0,3567.0,1949.0,1199.0,4128.0,4216.0,1331.0,3966.0,14273.0,21986.0,2081.0,2971.0,9293.0,4414.0,6905.0,6769.0,3333.0,8423.0,7173.0,7090.0,7349.0,4029.0,7834.0,6937.0,2056.0,1251.0,1062.0,6510.0,3027.0,2263.0,9474.0,7291.0,1099.0,688.0,2337.0,6507.0,7668.0,3816.0,3891.0,2610.0,952.0,2492.0,2733.0,2759.0,688.0,5102.0,4427.0,4718.0,417.0,6051.0,2350.0,2478.0,1105.0,1790.0,3730.0,960.0,1234.0,2774.0,4477.0,1329.0,3490.0,2367.0,2976.0,568.0,3009.0,2149.0,9631.0,408.0,1372127.0,1840164.111018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-HC01001,3694.7,6125.5,2374.5,4378.7,1843.2,529.5,3615.8,6225.0,2180.1,4693.0,1954.4,593.6,1251557.0,1229838.0,264920.771164,263352.688918,528273.460082,249832.5,248922.5,498755.0,65015.0,704278.460082,1112542.0,1090823.0,1631428.0,0.79388,1.034837,12.0,12.0,24.0,1576506.488775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2592.0,627.0,3312.0,4571.0,1008.0,3829.0,9775.0,16246.0,0.0,2636.0,4650.0,4011.0,3797.0,3766.0,2786.0,6131.0,7180.0,6424.0,6599.0,4915.0,7057.0,6332.0,2730.0,1252.0,1045.0,7296.0,2352.0,2081.0,7654.0,9489.0,360.0,423.0,1379.0,3030.0,6025.0,2407.0,4131.0,1960.0,819.0,2519.0,2728.0,2043.0,887.0,4196.0,1441.0,4240.0,807.0,0.0,0.0,0.0,1000.0,1618.0,0.0,591.0,1011.0,2699.0,3944.0,2140.0,4851.0,3571.0,2230.0,1254.0,1332.0,3105.0,12373.0,523.0,1229838.0,1576506.488775,2335.0,3531.0,2719.0,4213.0,2110.0,6479.0,3491.0,2995.0,1729.0,3470.0,1754.0,2275.0,3707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651.0,847.0,3529.0,4161.0,883.0,2426.0,9465.0,16292.0,0.0,2329.0,4474.0,3066.0,4716.0,3683.0,2554.0,7012.0,8224.0,7658.0,5550.0,4674.0,6580.0,6191.0,2005.0,1043.0,627.0,5945.0,2636.0,1761.0,8122.0,10370.0,577.0,303.0,1734.0,5786.0,6280.0,2495.0,3785.0,1696.0,934.0,1800.0,2250.0,2484.0,532.0,3781.0,2872.0,3733.0,1026.0,0.0,0.0,0.0,1415.0,1877.0,0.0,597.0,1150.0,2896.0,4800.0,1734.0,4533.0,3759.0,2431.0,486.0,2015.0,2502.0,12360.0,530.0,1229838.0,1576506.488775,1546.0,2552.0,2547.0,3879.0,2924.0,6715.0,2798.0,2760.0,1854.0,5772.0,1392.0,1664.0,3058.0
sub-HC01002,3810.8,5947.6,2122.9,5003.0,1857.4,489.5,3896.1,6447.3,2185.8,5322.6,2104.9,645.1,1352337.0,1342008.0,285699.045692,283059.386501,568758.432193,281017.5,277051.5,558069.0,69652.0,755433.432193,1204661.0,1194332.0,1806194.0,0.7919,1.057669,19.0,18.0,37.0,1707712.055543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.0,746.0,3324.0,2972.0,1231.0,2149.0,14612.0,21765.0,0.0,2634.0,5424.0,2958.0,5201.0,5491.0,3532.0,7089.0,7388.0,9278.0,7401.0,4146.0,6970.0,7904.0,2415.0,1681.0,1427.0,6552.0,2178.0,1853.0,10612.0,9627.0,385.0,602.0,1429.0,3059.0,5783.0,3953.0,3265.0,2151.0,915.0,2986.0,2842.0,1774.0,652.0,3738.0,2923.0,5999.0,597.0,0.0,0.0,0.0,1535.0,1650.0,0.0,412.0,896.0,2712.0,3394.0,1342.0,4422.0,3606.0,2760.0,1167.0,1883.0,3392.0,11186.0,561.0,1342008.0,1707712.055543,2480.0,3093.0,3014.0,4197.0,1929.0,5547.0,2748.0,3547.0,1676.0,4661.0,2025.0,2372.0,3402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.0,944.0,3564.0,3767.0,1192.0,2288.0,11700.0,19156.0,0.0,2445.0,6435.0,3588.0,4019.0,5199.0,3230.0,7822.0,8666.0,7892.0,5869.0,3546.0,6851.0,8161.0,2338.0,1335.0,1433.0,6792.0,2453.0,2322.0,7766.0,10776.0,637.0,244.0,2312.0,5712.0,7032.0,3862.0,2739.0,2462.0,1128.0,2376.0,2746.0,2486.0,765.0,3488.0,5018.0,5206.0,911.0,0.0,0.0,0.0,1328.0,1498.0,0.0,681.0,1387.0,2804.0,3766.0,1882.0,3500.0,2563.0,2435.0,646.0,2481.0,2390.0,11638.0,723.0,1342008.0,1707712.055543,1739.0,2527.0,2861.0,4234.0,2672.0,6580.0,3352.0,3332.0,1734.0,4825.0,1873.0,2185.0,2530.0
sub-HC01003,3172.7,5000.9,2036.1,4155.2,1664.5,534.6,3420.2,5254.1,2049.8,4679.1,1863.4,493.8,1171748.0,1160281.0,248912.885269,245960.997946,494873.883214,232157.5,227346.5,459504.0,60255.0,671168.883214,1024544.0,1013077.0,1566826.0,0.797652,1.066597,16.0,14.0,30.0,1468995.750245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2177.0,701.0,2758.0,3460.0,1269.0,2733.0,12360.0,20623.0,0.0,2510.0,5353.0,2163.0,4590.0,4238.0,2872.0,6301.0,7492.0,8675.0,7813.0,4298.0,6805.0,8042.0,2188.0,964.0,978.0,5645.0,1424.0,2037.0,7776.0,7803.0,390.0,490.0,1404.0,2691.0,4729.0,2549.0,3127.0,1497.0,695.0,1905.0,2333.0,1606.0,599.0,2488.0,2239.0,3751.0,627.0,0.0,0.0,0.0,1225.0,1513.0,0.0,704.0,1074.0,2499.0,2959.0,1113.0,5137.0,2429.0,1958.0,1078.0,2132.0,2310.0,8941.0,464.0,1160281.0,1468995.750245,2746.0,2335.0,3081.0,3514.0,2224.0,4295.0,2074.0,2108.0,1558.0,4213.0,1264.0,1810.0,2612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,665.0,2941.0,4312.0,1245.0,2817.0,13353.0,19068.0,0.0,2045.0,6614.0,2679.0,5354.0,3896.0,2602.0,7764.0,5574.0,4120.0,4050.0,4477.0,4260.0,5168.0,2002.0,1035.0,710.0,5673.0,1796.0,1866.0,7322.0,9670.0,504.0,432.0,1665.0,4393.0,6116.0,2541.0,3640.0,2107.0,814.0,1751.0,2255.0,1432.0,527.0,4623.0,4306.0,4820.0,397.0,0.0,0.0,0.0,988.0,1349.0,0.0,690.0,1199.0,2420.0,3037.0,1382.0,2762.0,3698.0,1095.0,388.0,1556.0,1909.0,8572.0,471.0,1160281.0,1468995.750245,1722.0,2585.0,2813.0,3341.0,3555.0,6519.0,3110.0,2974.0,1561.0,3306.0,1480.0,2246.0,2549.0
sub-HC01004,3485.3,5431.7,2136.6,4196.2,1731.1,392.3,3309.4,5524.2,2021.9,4543.5,1876.7,479.8,1177991.0,1163413.0,243509.11075,239368.966429,482878.077179,241993.5,240681.5,482675.0,62973.0,650694.077179,1041513.0,1026935.0,1580774.0,0.790316,1.060543,9.0,15.0,24.0,1490532.122614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,676.0,3571.0,3613.0,1257.0,3171.0,10350.0,19041.0,0.0,2330.0,3756.0,2420.0,5597.0,5291.0,2536.0,6385.0,6295.0,7668.0,5787.0,4261.0,5657.0,6917.0,2160.0,1413.0,1537.0,6653.0,1465.0,2421.0,6258.0,8424.0,279.0,622.0,1745.0,3337.0,5589.0,2850.0,3144.0,1912.0,877.0,2330.0,2570.0,1386.0,558.0,3619.0,2139.0,4373.0,711.0,0.0,0.0,0.0,782.0,1332.0,0.0,532.0,1042.0,2283.0,2401.0,1287.0,4504.0,2439.0,1978.0,929.0,1709.0,2065.0,9113.0,346.0,1163413.0,1490532.122614,2213.0,2750.0,3171.0,3259.0,1698.0,4656.0,2143.0,2460.0,1471.0,4255.0,1149.0,1427.0,3399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,1072.0,3201.0,4380.0,896.0,2676.0,9090.0,17037.0,0.0,1830.0,4945.0,2795.0,4497.0,4840.0,2369.0,6337.0,7807.0,5857.0,5231.0,3438.0,5988.0,7108.0,2199.0,1084.0,879.0,5159.0,2017.0,1616.0,7236.0,9317.0,378.0,501.0,1771.0,4829.0,5790.0,3648.0,2747.0,1747.0,891.0,1690.0,2128.0,1536.0,501.0,3098.0,2870.0,3945.0,361.0,0.0,0.0,0.0,990.0,1219.0,0.0,591.0,1096.0,2228.0,2734.0,1320.0,3380.0,2203.0,1951.0,499.0,2335.0,1900.0,10440.0,505.0,1163413.0,1490532.122614,2084.0,2837.0,2318.0,3009.0,2720.0,5927.0,2868.0,2516.0,1404.0,3687.0,1128.0,1423.0,2778.0
sub-HC01005,3674.8,5706.2,2107.4,4858.7,1933.0,405.4,3715.0,5916.5,2100.4,5025.3,1956.6,575.7,1292119.0,1273876.0,281062.025903,282251.878572,563313.904475,249682.0,247016.0,496698.0,63965.0,746681.904475,1140565.0,1122322.0,1732322.0,0.802158,1.075439,34.0,21.0,55.0,1610804.262443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111.0,752.0,3346.0,3865.0,1342.0,2750.0,13991.0,22428.0,0.0,3010.0,6682.0,3177.0,5052.0,4310.0,2983.0,6891.0,6783.0,6725.0,7036.0,5760.0,7346.0,7592.0,2998.0,1504.0,780.0,5661.0,2749.0,1987.0,9582.0,9387.0,345.0,808.0,1268.0,2761.0,7174.0,2799.0,3924.0,1804.0,703.0,2061.0,2816.0,1806.0,779.0,4317.0,2499.0,5659.0,389.0,0.0,0.0,0.0,1393.0,2604.0,0.0,590.0,1073.0,2630.0,3159.0,1379.0,4820.0,2649.0,2979.0,1243.0,1827.0,2946.0,10719.0,464.0,1273876.0,1610804.262443,2805.0,3253.0,3411.0,4439.0,2189.0,5165.0,3043.0,3241.0,1584.0,3901.0,1689.0,1800.0,3471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,704.0,3284.0,4305.0,729.0,3299.0,13300.0,18427.0,0.0,2315.0,6108.0,2663.0,3997.0,4785.0,4507.0,8409.0,8223.0,5605.0,6350.0,4739.0,6840.0,5632.0,3069.0,1051.0,1033.0,6207.0,2248.0,1689.0,8366.0,11266.0,957.0,398.0,1909.0,4977.0,8266.0,2581.0,3221.0,3211.0,1180.0,2079.0,2430.0,1624.0,460.0,5064.0,4287.0,5003.0,295.0,0.0,0.0,0.0,804.0,2269.0,0.0,511.0,1421.0,2382.0,4078.0,1669.0,4623.0,2978.0,2135.0,712.0,1967.0,2477.0,12195.0,667.0,1273876.0,1610804.262443,2053.0,2749.0,2609.0,3749.0,3481.0,7894.0,3783.0,3809.0,1648.0,4498.0,1264.0,1946.0,2866.0
sub-HC01006,2944.5,5380.1,1743.8,4164.6,1853.8,363.5,3017.3,5462.3,1598.9,4191.7,1696.6,432.7,1125418.0,1106347.0,234091.27417,232172.124542,466263.398712,224642.0,223080.0,447722.0,57557.0,627724.398712,989051.0,969980.0,1652240.0,0.756855,1.111148,21.0,17.0,38.0,1486966.538898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1699.0,520.0,2576.0,2545.0,910.0,1863.0,10508.0,16943.0,0.0,2321.0,4296.0,2216.0,3317.0,4323.0,2680.0,5179.0,6632.0,5817.0,6676.0,4728.0,7245.0,5590.0,2182.0,994.0,899.0,4949.0,1791.0,1194.0,9162.0,9352.0,548.0,341.0,1207.0,2688.0,5788.0,2054.0,3748.0,1490.0,736.0,2321.0,2465.0,2319.0,501.0,2005.0,2431.0,5958.0,448.0,0.0,0.0,0.0,849.0,1270.0,0.0,435.0,912.0,2561.0,2905.0,931.0,4481.0,3213.0,1729.0,1077.0,1391.0,2643.0,9567.0,534.0,1106347.0,1486966.538898,2458.0,2949.0,2907.0,3805.0,1876.0,3744.0,1701.0,2256.0,1682.0,4134.0,1083.0,1971.0,2732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,689.0,3647.0,2841.0,593.0,1697.0,9707.0,15183.0,0.0,2035.0,5018.0,2474.0,3646.0,3852.0,2915.0,6696.0,8019.0,5270.0,4561.0,3771.0,7026.0,4821.0,1972.0,897.0,1010.0,5359.0,1643.0,1495.0,7995.0,8445.0,791.0,293.0,1912.0,4486.0,5709.0,2152.0,3578.0,1604.0,980.0,1937.0,1996.0,1856.0,438.0,2571.0,3781.0,3555.0,570.0,0.0,0.0,0.0,951.0,2177.0,0.0,432.0,861.0,2490.0,3428.0,1325.0,3207.0,2698.0,2218.0,909.0,1741.0,1870.0,9927.0,391.0,1106347.0,1486966.538898,1839.0,2323.0,2386.0,3447.0,3027.0,5871.0,2806.0,2581.0,1639.0,4009.0,1020.0,1322.0,2532.0
sub-HC01007,3282.9,4782.7,2034.6,3984.0,1547.0,364.3,2970.2,5202.5,1978.3,4213.1,1683.7,439.4,1103406.0,1089371.0,232887.415219,234723.544485,467610.959705,219961.5,220017.5,439979.0,56602.0,626096.959705,976398.0,962363.0,1488995.0,0.805055,1.086385,4.0,9.0,13.0,1370596.50143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,575.0,2196.0,3074.0,934.0,2507.0,9944.0,19923.0,0.0,2020.0,4799.0,2601.0,3878.0,4241.0,4183.0,5384.0,6527.0,8533.0,7166.0,4301.0,6581.0,7523.0,2644.0,794.0,778.0,5245.0,1581.0,1435.0,6748.0,6497.0,298.0,424.0,1088.0,2744.0,5152.0,2569.0,3023.0,1699.0,750.0,1921.0,2201.0,1675.0,573.0,3457.0,1455.0,4181.0,624.0,0.0,0.0,0.0,665.0,1512.0,0.0,478.0,884.0,2357.0,2657.0,1106.0,3779.0,2491.0,1792.0,1053.0,1571.0,1837.0,7684.0,463.0,1089371.0,1370596.50143,2214.0,3309.0,3064.0,3294.0,1777.0,4195.0,2197.0,2598.0,1455.0,4584.0,1032.0,1826.0,2788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.0,587.0,2797.0,3427.0,993.0,2511.0,9675.0,16792.0,0.0,2229.0,5340.0,2534.0,4738.0,3828.0,2918.0,6729.0,8600.0,5646.0,6844.0,3262.0,7075.0,5549.0,1852.0,702.0,597.0,5359.0,1889.0,1401.0,6919.0,7684.0,364.0,406.0,1476.0,4842.0,5788.0,2464.0,2933.0,1842.0,724.0,1566.0,1761.0,1448.0,557.0,2779.0,2907.0,3362.0,505.0,0.0,0.0,0.0,840.0,1409.0,0.0,598.0,951.0,2627.0,4041.0,1028.0,3271.0,2575.0,1587.0,467.0,2028.0,1789.0,10180.0,305.0,1089371.0,1370596.50143,1929.0,2593.0,2481.0,2904.0,2493.0,5852.0,2289.0,2573.0,1247.0,5817.0,874.0,1360.0,2892.0
sub-HC01009,3176.6,5282.8,1704.3,4283.0,1805.5,454.9,3176.0,5554.9,1778.4,4546.3,2015.9,608.1,1172896.0,1161898.0,236869.212667,236624.84492,473494.057586,237606.5,236810.5,474417.0,59098.0,655981.057586,1016909.0,1005911.0,1541339.0,0.808763,1.06282,9.0,9.0,18.0,1450234.604246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2194.0,475.0,2357.0,2934.0,1012.0,2285.0,10113.0,18893.0,0.0,2277.0,4573.0,2629.0,3810.0,4056.0,2969.0,5014.0,6871.0,7125.0,6789.0,3687.0,5747.0,7161.0,2217.0,1048.0,939.0,5150.0,1791.0,1446.0,9623.0,8527.0,301.0,341.0,1239.0,2667.0,5346.0,2265.0,3061.0,1275.0,612.0,1883.0,2326.0,2335.0,470.0,2648.0,1656.0,4165.0,280.0,0.0,0.0,0.0,921.0,1277.0,0.0,323.0,970.0,2285.0,2543.0,1193.0,4665.0,2123.0,1741.0,1152.0,1868.0,2912.0,9709.0,451.0,1161898.0,1450234.604246,2110.0,2964.0,2668.0,4017.0,2172.0,4369.0,1960.0,2188.0,1682.0,5632.0,1523.0,1822.0,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,584.0,3010.0,3237.0,1089.0,4203.0,11449.0,19118.0,0.0,2221.0,4589.0,2369.0,3371.0,4039.0,3111.0,6021.0,6226.0,4166.0,3434.0,3846.0,5482.0,4274.0,1916.0,1200.0,649.0,4858.0,1899.0,1808.0,8712.0,9281.0,617.0,284.0,1533.0,3771.0,6592.0,2358.0,4888.0,1380.0,948.0,1685.0,1984.0,2038.0,499.0,4930.0,4527.0,4871.0,126.0,0.0,0.0,0.0,846.0,1539.0,0.0,1082.0,1020.0,1923.0,2581.0,1215.0,2295.0,1078.0,1350.0,578.0,1348.0,2218.0,9427.0,408.0,1161898.0,1450234.604246,1629.0,2294.0,2981.0,2736.0,3211.0,7193.0,3517.0,3849.0,1643.0,3174.0,736.0,1741.0,2606.0
