,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_bankssts_volume,lh_caudalanteriorcingulate_volume,lh_caudalmiddlefrontal_volume,lh_cuneus_volume,lh_entorhinal_volume,lh_fusiform_volume,lh_inferiorparietal_volume,lh_inferiortemporal_volume,lh_isthmuscingulate_volume,lh_lateraloccipital_volume,lh_lateralorbitofrontal_volume,lh_lingual_volume,lh_medialorbitofrontal_volume,lh_middletemporal_volume,lh_parahippocampal_volume,lh_paracentral_volume,lh_parsopercularis_volume,lh_parsorbitalis_volume,lh_parstriangularis_volume,lh_pericalcarine_volume,lh_postcentral_volume,lh_posteriorcingulate_volume,lh_precentral_volume,lh_precuneus_volume,lh_rostralanteriorcingulate_volume,lh_rostralmiddlefrontal_volume,lh_superiorfrontal_volume,lh_superiorparietal_volume,lh_superiortemporal_volume,lh_supramarginal_volume,lh_frontalpole_volume,lh_temporalpole_volume,lh_transversetemporal_volume,lh_insula_volume,BrainSegVolNotVent,eTIV,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
sub-HC02010,3443.4,6185.8,2277.4,4687.0,1847.4,441.2,3420.4,6269.6,2133.1,4709.4,2034.1,506.8,1164159.0,1154962.0,235166.677447,237284.35387,472451.031317,229722.5,228377.5,458100.0,67300.0,663310.031317,1005776.0,996579.0,1568036.0,0.781817,1.05305,12.0,4.0,16.0,1489042.781177,2103.0,1966.0,6574.0,2359.0,1702.0,9109.0,12108.0,14028.0,2601.0,10871.0,6796.0,5455.0,5460.0,10627.0,2202.0,3367.0,5637.0,1984.0,3892.0,1740.0,9512.0,4110.0,13948.0,11362.0,2584.0,13163.0,21597.0,12557.0,10936.0,12434.0,1004.0,2617.0,1450.0,7281.0,1154962.0,1489042.781177,2251.0,2462.0,7202.0,2811.0,1552.0,11295.0,13426.0,11143.0,2228.0,9945.0,7209.0,6463.0,5862.0,11144.0,2067.0,4986.0,4362.0,2313.0,3611.0,2042.0,11260.0,3457.0,14085.0,9883.0,2113.0,13574.0,19995.0,13768.0,11496.0,11455.0,1305.0,2441.0,865.0,6997.0,1154962.0,1489042.781177
sub-HC02011,3472.9,5300.0,1881.7,4039.0,1496.8,530.6,3519.7,5414.1,2034.0,3971.3,1546.4,521.5,1056627.0,1045180.0,257317.431,255881.572973,513199.003973,176208.5,176984.5,353193.0,57658.0,668318.003973,934570.0,923123.0,1391862.0,0.85646,1.128189,32.0,45.0,77.0,1233713.891368,2907.0,1495.0,6241.0,3030.0,1316.0,9612.0,13424.0,11195.0,3449.0,14020.0,7878.0,6904.0,6011.0,13275.0,1667.0,4339.0,5908.0,2641.0,4583.0,1949.0,10161.0,3566.0,13684.0,11716.0,3096.0,12956.0,24401.0,14293.0,14269.0,14189.0,1446.0,2139.0,1494.0,7905.0,1045180.0,1233713.891368,2950.0,1925.0,6552.0,3331.0,1304.0,9800.0,17594.0,8913.0,2711.0,13932.0,7497.0,7883.0,6050.0,14626.0,1648.0,4280.0,4415.0,3103.0,5742.0,2450.0,11101.0,3124.0,13912.0,12350.0,1856.0,13138.0,22750.0,12837.0,13118.0,12500.0,1659.0,1785.0,1184.0,8009.0,1045180.0,1233713.891368
sub-HC03002,3469.9,4468.1,1989.8,4411.6,1686.5,297.3,3457.8,4517.2,1952.0,4840.8,1833.9,420.3,1104623.0,1087263.0,216072.835167,219310.267894,435383.103061,232875.5,232258.5,465134.0,57986.0,594331.103061,974584.0,957224.0,1478836.0,0.761235,1.019118,11.0,6.0,17.0,1451093.403908,2310.0,1798.0,5568.0,2590.0,2140.0,10655.0,11759.0,13134.0,2667.0,11261.0,6268.0,4858.0,4851.0,9943.0,1986.0,3090.0,3327.0,2158.0,2860.0,1471.0,7977.0,2994.0,12578.0,8441.0,2393.0,15342.0,20934.0,11090.0,10229.0,7988.0,1047.0,2536.0,967.0,6657.0,1087263.0,1451093.403908,1757.0,1370.0,5393.0,2611.0,2103.0,10349.0,14998.0,12900.0,2000.0,10750.0,7338.0,5419.0,5510.0,10477.0,1979.0,3375.0,3355.0,2412.0,4952.0,1456.0,8330.0,2805.0,12308.0,9496.0,1396.0,13798.0,19020.0,11087.0,10283.0,9371.0,1345.0,2414.0,728.0,6391.0,1087263.0,1451093.403908
sub-HC03003,3408.4,5395.8,1981.1,3798.1,1536.9,420.4,3287.6,5378.5,1981.9,3713.7,1747.8,572.2,1139936.0,1127806.0,260042.024515,258101.294218,518143.318733,203632.5,207758.5,411391.0,58287.0,691303.318733,998463.0,986333.0,1483225.0,0.81964,1.066472,11.0,9.0,20.0,1390776.712765,1997.0,2068.0,6547.0,2862.0,1540.0,9876.0,14323.0,10526.0,3942.0,9828.0,8919.0,5710.0,5879.0,12926.0,1701.0,3237.0,7320.0,2777.0,4582.0,1889.0,9342.0,3345.0,14807.0,11935.0,3304.0,15840.0,25595.0,14526.0,14689.0,15200.0,1322.0,2308.0,1333.0,7641.0,1127806.0,1390776.712765,2071.0,1804.0,7680.0,3447.0,1494.0,8589.0,16795.0,11874.0,3464.0,10303.0,8751.0,6603.0,6445.0,13523.0,1724.0,3830.0,5559.0,3755.0,6608.0,2553.0,8483.0,3645.0,12340.0,12546.0,1865.0,15868.0,24172.0,14897.0,12844.0,12304.0,1557.0,2121.0,1075.0,7308.0,1127806.0,1390776.712765
sub-HC03004,2900.4,4666.8,1916.3,3699.3,1368.4,384.6,2986.3,4828.7,1731.5,3989.6,1483.1,458.8,992633.0,981578.0,215522.413825,217630.71745,433153.131275,183219.0,181182.0,364401.0,53757.0,592223.131275,861271.0,850216.0,1355643.0,0.826311,1.128497,8.0,11.0,19.0,1201282.413139,2089.0,1413.0,6809.0,2355.0,1634.0,9065.0,11646.0,9469.0,2555.0,9137.0,6683.0,4682.0,5069.0,11088.0,2086.0,2971.0,4460.0,2434.0,3707.0,1679.0,8417.0,2734.0,12170.0,8545.0,2602.0,13156.0,20713.0,11066.0,12284.0,11291.0,1113.0,2311.0,1163.0,6639.0,981578.0,1201282.413139,1994.0,1791.0,5389.0,2516.0,1438.0,7816.0,13864.0,10339.0,2244.0,9334.0,6298.0,5885.0,5112.0,11617.0,1755.0,3567.0,4092.0,1956.0,4106.0,2166.0,8893.0,2767.0,14008.0,9550.0,1665.0,12239.0,21992.0,10933.0,10899.0,9920.0,1097.0,2749.0,876.0,6559.0,981578.0,1201282.413139
sub-HC03005,3183.7,5022.6,2153.8,3927.6,1481.4,357.3,3099.1,5920.9,1808.2,4233.2,1687.0,554.2,1054193.0,1044585.0,240181.391937,234169.952033,474351.34397,192997.5,194329.5,387327.0,60096.0,633721.34397,930006.0,920398.0,1403476.0,0.822891,1.095537,8.0,8.0,16.0,1281084.852252,2957.0,1710.0,6565.0,2540.0,1613.0,9393.0,14086.0,10869.0,2325.0,10789.0,6868.0,5948.0,4767.0,11961.0,2109.0,3823.0,4489.0,2557.0,3730.0,1653.0,9000.0,3244.0,14460.0,9591.0,2233.0,15258.0,24302.0,14520.0,12970.0,12105.0,1215.0,1993.0,934.0,7266.0,1044585.0,1281084.852252,2151.0,2276.0,5572.0,2514.0,1514.0,8145.0,15377.0,11957.0,2214.0,11176.0,7908.0,5486.0,5616.0,11483.0,1937.0,4318.0,4399.0,2790.0,4738.0,1663.0,8842.0,3308.0,13079.0,9853.0,2178.0,15199.0,22796.0,12719.0,11035.0,10268.0,1275.0,2517.0,776.0,6755.0,1044585.0,1281084.852252
sub-HC03006,3869.0,5426.1,2340.9,3740.3,1638.4,532.1,3829.1,6053.0,2022.7,4007.0,1695.3,685.2,1117672.0,1103438.0,251266.544893,250733.949857,502000.49475,195030.0,203220.0,398250.0,60277.0,677957.49475,973058.0,958824.0,1467561.0,0.846949,1.112087,25.0,22.0,47.0,1319645.624756,2627.0,1908.0,7328.0,3486.0,1614.0,9466.0,14351.0,12013.0,2560.0,11167.0,7839.0,6324.0,6755.0,13019.0,1876.0,3925.0,6245.0,2713.0,4333.0,2686.0,9426.0,3904.0,14069.0,9744.0,3284.0,15795.0,23004.0,14872.0,12011.0,11130.0,1420.0,2755.0,1183.0,6421.0,1103438.0,1319645.624756,2450.0,2217.0,7354.0,3404.0,1966.0,9919.0,16237.0,11880.0,3087.0,11272.0,7474.0,6212.0,6242.0,13158.0,1295.0,3667.0,3977.0,3457.0,4891.0,2686.0,10640.0,3618.0,12657.0,10431.0,2157.0,16631.0,24222.0,15359.0,11429.0,9163.0,1741.0,2731.0,710.0,6419.0,1103438.0,1319645.624756
sub-HC03007,3635.9,4982.4,1898.4,4058.5,1756.5,469.2,3659.1,5245.8,1819.8,4135.3,1913.4,663.0,1159259.0,1146948.0,270823.165197,271570.781182,542393.946379,208544.0,206513.0,415057.0,59131.0,709281.946379,1027385.0,1015074.0,1472785.0,0.808035,1.026571,9.0,6.0,15.0,1434665.138213,2689.0,1468.0,4897.0,3416.0,1889.0,9857.0,12132.0,14190.0,3494.0,14213.0,9921.0,7184.0,7374.0,14288.0,1739.0,4243.0,6365.0,3175.0,5358.0,2000.0,11745.0,3971.0,12952.0,11211.0,2440.0,17506.0,27803.0,14712.0,13362.0,12202.0,1152.0,2848.0,1286.0,7601.0,1146948.0,1434665.138213,2569.0,2020.0,4286.0,3642.0,1671.0,10361.0,17565.0,12774.0,3223.0,12783.0,9352.0,7052.0,7069.0,14360.0,1728.0,4396.0,4818.0,3947.0,6311.0,2301.0,9768.0,4450.0,13955.0,11446.0,2850.0,19126.0,25732.0,15738.0,12613.0,11266.0,1680.0,2369.0,957.0,7206.0,1146948.0,1434665.138213
sub-HC03008,4250.0,5796.2,2290.5,3729.5,1763.5,552.1,4001.9,4759.6,2652.3,3792.3,1805.7,609.7,1209877.0,1196796.0,286097.897709,288791.789692,574889.687401,210394.0,209383.0,419777.0,62371.0,754898.687401,1067671.0,1054590.0,1529454.0,0.872345,1.102766,29.0,36.0,65.0,1386925.255739,2928.0,1567.0,8598.0,4004.0,2182.0,11562.0,15345.0,12145.0,3450.0,15828.0,9438.0,6608.0,7013.0,13613.0,2489.0,4331.0,4951.0,2959.0,4344.0,1554.0,12567.0,3233.0,14257.0,12741.0,2446.0,16554.0,28869.0,15586.0,15608.0,16014.0,1665.0,2772.0,1277.0,8120.0,1196796.0,1386925.255739,2270.0,3036.0,7311.0,3868.0,3419.0,11456.0,20824.0,12478.0,3446.0,14899.0,8672.0,8695.0,7981.0,14208.0,2252.0,3886.0,4647.0,3325.0,6018.0,2056.0,11709.0,4178.0,13940.0,13582.0,2129.0,18730.0,23756.0,16080.0,13669.0,12376.0,1629.0,2482.0,1025.0,9253.0,1196796.0,1386925.255739
sub-HC03009,3631.2,5576.4,2009.7,4216.8,1658.1,353.3,4012.2,5717.7,1885.6,4531.9,1873.0,522.8,1272283.0,1260197.0,307220.33002,310009.155192,617229.485211,222107.5,219857.5,441965.0,59765.0,788290.485211,1129815.0,1117729.0,1691604.0,0.850222,1.13044,38.0,28.0,66.0,1496412.37659,3142.0,2477.0,8893.0,4283.0,2268.0,11769.0,14676.0,13661.0,3295.0,16373.0,10244.0,6631.0,6269.0,15127.0,2290.0,4465.0,6346.0,3029.0,5025.0,2064.0,12027.0,3920.0,15913.0,13970.0,2941.0,22361.0,28362.0,18299.0,15535.0,16190.0,1813.0,2632.0,1492.0,9251.0,1260197.0,1496412.37659,2768.0,2520.0,7945.0,4687.0,1257.0,10538.0,20118.0,15009.0,4101.0,16072.0,9812.0,8092.0,7169.0,16853.0,2322.0,4403.0,5158.0,4293.0,6477.0,2608.0,11785.0,4827.0,14995.0,13828.0,3015.0,23120.0,27629.0,16455.0,14665.0,12057.0,1939.0,3125.0,1039.0,9660.0,1260197.0,1496412.37659
sub-HC03010,4560.8,5349.2,2553.1,4838.5,1913.7,452.3,4546.8,5357.3,2319.4,4956.8,2126.6,528.8,1383892.0,1362713.0,291288.846165,294709.216605,585998.06277,265609.5,259782.5,525392.0,68938.0,803957.06277,1199524.0,1178345.0,1820671.0,0.782599,1.029601,16.0,27.0,43.0,1768327.47618,3518.0,2200.0,7724.0,2997.0,1881.0,11445.0,15768.0,15745.0,3410.0,14428.0,9225.0,7575.0,6416.0,15707.0,2084.0,4109.0,5804.0,2572.0,4162.0,2181.0,10671.0,4089.0,14949.0,11253.0,3619.0,20921.0,28564.0,14930.0,15247.0,13114.0,1238.0,2687.0,1314.0,9724.0,1362713.0,1768327.47618,2223.0,2942.0,8093.0,3703.0,1623.0,11407.0,20835.0,14458.0,3483.0,14561.0,9246.0,7425.0,7320.0,17714.0,1865.0,4662.0,4822.0,3351.0,4366.0,2208.0,11313.0,4644.0,16933.0,11773.0,2724.0,19834.0,26175.0,14442.0,14578.0,12348.0,1120.0,3054.0,904.0,8324.0,1362713.0,1768327.47618
sub-HC03011,3355.9,5612.9,2202.9,4576.0,1841.7,413.1,3344.3,5645.5,2062.6,4666.9,1804.5,568.5,1144074.0,1130658.0,250015.244046,252017.26825,502032.512295,205359.0,204976.0,410335.0,62531.0,684156.512295,986795.0,973379.0,1500218.0,0.867862,1.138023,22.0,21.0,43.0,1318267.057351,2501.0,1624.0,6254.0,2858.0,1469.0,10033.0,17605.0,12300.0,2897.0,13195.0,7502.0,4664.0,5211.0,12181.0,2211.0,3721.0,5530.0,2657.0,4677.0,1856.0,8431.0,3275.0,13008.0,10710.0,2393.0,16697.0,24418.0,12875.0,14582.0,10249.0,1276.0,2411.0,1102.0,7504.0,1130658.0,1318267.057351,3124.0,2254.0,6397.0,3033.0,1883.0,9618.0,19245.0,12527.0,2659.0,10992.0,7679.0,5646.0,5734.0,14097.0,1772.0,4162.0,4286.0,2939.0,5451.0,1856.0,7479.0,3298.0,13130.0,11292.0,1956.0,17738.0,23333.0,13007.0,13948.0,9436.0,1225.0,2703.0,795.0,6911.0,1130658.0,1318267.057351
sub-HC03012,4377.3,5939.9,2539.7,4826.8,2004.2,446.2,4373.4,6355.6,2291.2,4894.1,2030.1,637.1,1202396.0,1184141.0,273315.120879,274672.654552,547987.775431,213316.0,214182.0,427498.0,68903.0,731229.775431,1061323.0,1043068.0,1580089.0,0.816128,1.072488,30.0,34.0,64.0,1473292.646369,2027.0,2793.0,8463.0,4203.0,2089.0,12062.0,13250.0,13835.0,2912.0,12047.0,8617.0,6861.0,5911.0,12930.0,2604.0,4218.0,5450.0,1972.0,4179.0,2289.0,12894.0,4729.0,15872.0,11660.0,3490.0,16202.0,24553.0,12340.0,13271.0,15381.0,1420.0,2599.0,1482.0,8297.0,1184141.0,1473292.646369,2590.0,2231.0,6692.0,3399.0,2252.0,11419.0,18768.0,13109.0,2860.0,10769.0,9405.0,8163.0,7081.0,13871.0,2014.0,4329.0,4248.0,3019.0,4840.0,2525.0,11107.0,3936.0,15166.0,11527.0,2636.0,17802.0,24432.0,13993.0,14122.0,12805.0,2029.0,2633.0,759.0,7943.0,1184141.0,1473292.646369
sub-HC03013,3531.9,4200.6,2116.9,3731.1,1578.1,401.6,3556.9,4839.2,1775.5,3852.6,1736.3,629.9,1044413.0,1033719.0,257882.021084,258040.916531,515922.937615,169730.5,169233.5,338964.0,54633.0,666928.937615,919062.0,908368.0,1362510.0,0.844883,1.102209,40.0,58.0,98.0,1236162.58722,2669.0,1462.0,7918.0,2791.0,1613.0,7904.0,13582.0,13228.0,2957.0,9906.0,6872.0,5826.0,5177.0,13318.0,1820.0,3952.0,5767.0,2577.0,4490.0,1454.0,9844.0,2998.0,13839.0,11540.0,1833.0,17912.0,25678.0,19908.0,11983.0,15092.0,1267.0,2495.0,1136.0,7479.0,1033719.0,1236162.58722,2367.0,2284.0,7113.0,3683.0,1293.0,8313.0,16553.0,11679.0,2390.0,11174.0,6851.0,6545.0,6853.0,13716.0,1915.0,4234.0,4171.0,3369.0,4873.0,2079.0,11375.0,3575.0,14309.0,11151.0,1798.0,18961.0,23226.0,16582.0,11899.0,12437.0,1881.0,1864.0,1193.0,6614.0,1033719.0,1236162.58722
sub-HC03014,2852.4,5056.6,1804.3,3647.4,1628.0,514.0,2865.0,5116.7,1815.9,4453.5,1849.6,520.4,1057971.0,1043830.0,218667.314866,220340.884737,439008.199603,216097.0,217228.0,433325.0,57921.0,587327.199603,943628.0,929487.0,1388705.0,0.783718,1.028717,14.0,9.0,23.0,1349938.588763,1578.0,1353.0,6192.0,1871.0,1402.0,8201.0,11457.0,10285.0,2208.0,9793.0,6672.0,3997.0,4956.0,10287.0,1730.0,3222.0,4965.0,2104.0,3982.0,1095.0,9544.0,3333.0,14371.0,9505.0,2293.0,13563.0,22254.0,12775.0,11436.0,10856.0,1035.0,2324.0,1255.0,6521.0,1043830.0,1349938.588763,1936.0,1828.0,6181.0,2553.0,1737.0,8628.0,14162.0,11074.0,2081.0,10039.0,6707.0,4340.0,5477.0,11083.0,1774.0,3550.0,4303.0,2379.0,4457.0,1444.0,8170.0,3142.0,13543.0,10319.0,1304.0,13697.0,20579.0,12610.0,10207.0,9507.0,1112.0,2604.0,834.0,6562.0,1043830.0,1349938.588763
sub-HC03015,4438.1,5676.4,2412.3,4155.3,1879.0,523.1,4048.4,5875.6,2184.0,4344.3,1924.1,641.0,1247091.0,1237391.0,282015.355236,281098.134855,563113.490091,234033.0,233618.0,467651.0,65520.0,742557.490091,1104354.0,1094654.0,1622050.0,0.807831,1.05072,25.0,17.0,42.0,1543751.543473,2614.0,2841.0,6426.0,3881.0,1762.0,10495.0,13880.0,12914.0,3370.0,14514.0,8705.0,6341.0,5568.0,15301.0,1813.0,4388.0,6697.0,2761.0,5428.0,2076.0,9481.0,3376.0,16514.0,11286.0,3046.0,21068.0,26112.0,14398.0,15085.0,16795.0,1438.0,2429.0,1334.0,7640.0,1237391.0,1543751.543473,2201.0,1871.0,8114.0,3917.0,1932.0,8895.0,17305.0,14715.0,3027.0,15265.0,8911.0,7111.0,6152.0,16144.0,2309.0,5092.0,4547.0,3489.0,4846.0,2583.0,10306.0,3197.0,16286.0,11968.0,2230.0,18681.0,26149.0,15229.0,13452.0,11817.0,1421.0,2712.0,1082.0,7762.0,1237391.0,1543751.543473
sub-HC03016,3643.5,5293.1,2031.6,4144.7,1616.7,495.9,3760.8,5524.2,2071.3,4395.9,1806.5,601.2,1160084.0,1138069.0,236112.249659,239213.868779,475326.118439,232690.0,234271.0,466961.0,63471.0,644596.118439,1026789.0,1004774.0,1545541.0,0.775815,1.033593,3.0,4.0,7.0,1495309.58981,2227.0,2033.0,5626.0,3149.0,1685.0,8985.0,13089.0,12675.0,3116.0,10517.0,7510.0,7030.0,5328.0,11271.0,2054.0,3469.0,4036.0,2223.0,3725.0,1981.0,8834.0,3158.0,12352.0,10018.0,2390.0,15295.0,22188.0,12667.0,12849.0,12313.0,1197.0,2464.0,1035.0,7443.0,1138069.0,1495309.58981,2395.0,2201.0,6544.0,3452.0,1399.0,9711.0,16729.0,11143.0,2895.0,12796.0,8065.0,6619.0,5575.0,12499.0,1837.0,3449.0,4371.0,2908.0,4164.0,2435.0,8549.0,2743.0,12233.0,10845.0,1753.0,14436.0,21558.0,11793.0,11887.0,10204.0,1223.0,2547.0,769.0,7115.0,1138069.0,1495309.58981
sub-HC03017,4086.0,5488.8,2541.1,3985.3,1790.7,544.7,4048.6,5694.1,2309.7,4290.0,1927.1,659.3,1298647.0,1285552.0,300594.200196,296816.257397,597410.457594,238047.5,235124.5,473172.0,66875.0,785109.457594,1149245.0,1136150.0,1650053.0,0.855664,1.087201,19.0,9.0,28.0,1517707.244348,2690.0,2617.0,7137.0,4858.0,2164.0,12932.0,18084.0,13454.0,3307.0,16891.0,8187.0,9576.0,5245.0,13750.0,2131.0,5284.0,5370.0,3118.0,4989.0,2806.0,12290.0,4284.0,15074.0,12914.0,3929.0,18904.0,27085.0,17609.0,14479.0,15193.0,1597.0,2621.0,1471.0,7998.0,1285552.0,1517707.244348,2726.0,3498.0,4265.0,4475.0,2127.0,12121.0,17803.0,13650.0,2478.0,15431.0,9729.0,9256.0,8310.0,15306.0,2377.0,5140.0,6264.0,4361.0,10058.0,2914.0,9243.0,3826.0,12645.0,13017.0,2889.0,28240.0,27808.0,10901.0,14048.0,7622.0,1948.0,3044.0,1029.0,7869.0,1285552.0,1517707.244348
sub-HC03018,3026.3,5262.3,2070.2,4455.9,1785.6,312.0,2965.4,5271.8,2111.4,4486.7,1741.5,410.9,1178561.0,1158563.0,258835.079108,264147.826812,522982.905921,216996.0,210963.0,427959.0,62275.0,701752.905921,1031843.0,1011845.0,1631685.0,0.79771,1.104407,33.0,14.0,47.0,1477430.26927,2467.0,1790.0,6716.0,3171.0,1859.0,10119.0,13809.0,15746.0,3052.0,12540.0,7746.0,6732.0,6463.0,13289.0,2432.0,4570.0,4814.0,2316.0,3864.0,1680.0,9970.0,4179.0,13197.0,12186.0,3314.0,16904.0,24963.0,14028.0,13772.0,9653.0,1165.0,2172.0,1050.0,7184.0,1158563.0,1477430.26927,2781.0,1838.0,6897.0,3222.0,1562.0,9817.0,17049.0,12609.0,2505.0,11746.0,7969.0,7388.0,6337.0,15444.0,2261.0,3716.0,3455.0,3134.0,4024.0,1904.0,9917.0,3714.0,14802.0,11723.0,2514.0,18809.0,25217.0,14762.0,14215.0,11528.0,1584.0,2006.0,1100.0,6743.0,1158563.0,1477430.26927
sub-HC03019,4559.6,5942.7,2263.6,4167.7,1851.5,408.2,4279.2,5851.2,2241.0,4379.9,2205.9,569.9,1222821.0,1208304.0,275783.099011,278593.075766,554376.174777,215573.0,216814.0,432387.0,65191.0,746844.174777,1064997.0,1050480.0,1585941.0,0.876947,1.137359,22.0,20.0,42.0,1394407.095227,2019.0,1624.0,7682.0,2989.0,2213.0,11130.0,11351.0,13257.0,3308.0,13820.0,8198.0,5787.0,5499.0,11994.0,1840.0,3922.0,5631.0,2905.0,4627.0,1853.0,10961.0,4287.0,15526.0,13408.0,3389.0,19862.0,25978.0,16252.0,15476.0,15908.0,1367.0,2908.0,1250.0,7426.0,1208304.0,1394407.095227,2126.0,2400.0,7951.0,3981.0,2856.0,10688.0,17057.0,13251.0,3099.0,15409.0,8193.0,6928.0,6548.0,12903.0,1720.0,4302.0,4575.0,3825.0,5222.0,2197.0,12646.0,3679.0,15654.0,13414.0,2498.0,18645.0,23592.0,16216.0,13174.0,11113.0,1614.0,2980.0,890.0,7101.0,1208304.0,1394407.095227
sub-HC03020,3321.7,5185.6,1728.7,4163.7,1698.1,502.6,3434.3,5396.2,1758.8,4244.3,1814.3,540.2,1036132.0,1021978.0,221288.788424,217211.190052,438499.978476,210183.0,210103.0,420286.0,56830.0,578783.978476,928462.0,914308.0,1459679.0,0.786841,1.108483,9.0,15.0,24.0,1316825.363821,2110.0,1909.0,5884.0,2125.0,2050.0,8554.0,11599.0,10574.0,1946.0,10790.0,7170.0,5664.0,4998.0,9972.0,2133.0,3629.0,4284.0,1888.0,3887.0,1046.0,9497.0,2969.0,13032.0,9300.0,1986.0,14350.0,21292.0,11522.0,12694.0,11100.0,1189.0,2367.0,1027.0,6429.0,1021978.0,1316825.363821,2575.0,1587.0,5395.0,2713.0,2028.0,8951.0,13858.0,10312.0,1992.0,10857.0,6801.0,5135.0,5195.0,11772.0,1718.0,3648.0,3267.0,2482.0,4248.0,1281.0,7363.0,2653.0,12316.0,8259.0,1503.0,15137.0,21724.0,12561.0,10836.0,8563.0,1185.0,2212.0,868.0,6218.0,1021978.0,1316825.363821
sub-HC03021,3727.2,5494.5,2180.2,4450.2,1754.2,473.6,3718.5,5837.6,2277.1,4663.5,1795.1,570.3,1117321.0,1102513.0,252761.805967,255346.324079,508108.130046,196118.0,195709.0,391827.0,62269.0,679096.130046,975963.0,961155.0,1484855.0,0.814957,1.083031,23.0,17.0,40.0,1371017.585198,2635.0,2234.0,5669.0,2922.0,1742.0,8878.0,13383.0,13284.0,2728.0,11240.0,8237.0,6154.0,5427.0,13727.0,1861.0,4099.0,5041.0,2680.0,4051.0,1789.0,9727.0,3862.0,13430.0,10627.0,3111.0,16035.0,25046.0,14831.0,10463.0,14430.0,1509.0,2402.0,1175.0,8240.0,1102513.0,1371017.585198,2335.0,2537.0,6407.0,3417.0,1843.0,8254.0,17953.0,12194.0,2859.0,10795.0,7601.0,6707.0,6057.0,15617.0,1965.0,4647.0,4261.0,3554.0,3708.0,2144.0,9401.0,4075.0,14479.0,11619.0,2214.0,16796.0,23123.0,13374.0,11358.0,11144.0,1374.0,2180.0,962.0,8095.0,1102513.0,1371017.585198
sub-HC03022,3854.2,5851.7,2371.7,4574.0,2148.1,451.8,4067.1,5981.6,2264.6,5124.2,2115.5,652.9,1332734.0,1323324.0,305975.092744,305828.057821,611803.150565,243749.5,244547.5,488297.0,66603.0,805270.150565,1174306.0,1164896.0,1719441.0,0.856945,1.105597,14.0,21.0,35.0,1555214.562469,2660.0,1898.0,7807.0,3528.0,2157.0,14581.0,18101.0,13627.0,3199.0,15473.0,8695.0,7348.0,5529.0,13733.0,2304.0,4418.0,7050.0,2972.0,4829.0,1982.0,12003.0,4966.0,16702.0,14410.0,3698.0,21042.0,27768.0,16437.0,15455.0,15210.0,1334.0,3770.0,1753.0,9363.0,1323324.0,1555214.562469,3400.0,2619.0,7552.0,4237.0,2229.0,11724.0,18318.0,13519.0,2404.0,16821.0,9345.0,7262.0,7602.0,15264.0,1882.0,4892.0,4871.0,4023.0,5809.0,2399.0,11501.0,4533.0,16995.0,14857.0,1634.0,20562.0,26993.0,19159.0,16912.0,12249.0,1694.0,2837.0,1259.0,7951.0,1323324.0,1555214.562469
