,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_bankssts_volume,lh_caudalanteriorcingulate_volume,lh_caudalmiddlefrontal_volume,lh_cuneus_volume,lh_entorhinal_volume,lh_fusiform_volume,lh_inferiorparietal_volume,lh_inferiortemporal_volume,lh_isthmuscingulate_volume,lh_lateraloccipital_volume,lh_lateralorbitofrontal_volume,lh_lingual_volume,lh_medialorbitofrontal_volume,lh_middletemporal_volume,lh_parahippocampal_volume,lh_paracentral_volume,lh_parsopercularis_volume,lh_parsorbitalis_volume,lh_parstriangularis_volume,lh_pericalcarine_volume,lh_postcentral_volume,lh_posteriorcingulate_volume,lh_precentral_volume,lh_precuneus_volume,lh_rostralanteriorcingulate_volume,lh_rostralmiddlefrontal_volume,lh_superiorfrontal_volume,lh_superiorparietal_volume,lh_superiortemporal_volume,lh_supramarginal_volume,lh_frontalpole_volume,lh_temporalpole_volume,lh_transversetemporal_volume,lh_insula_volume,BrainSegVolNotVent,eTIV,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
sub-HC05001,2745.6,3998.1,1837.1,3655.6,1829.3,407.8,2796.4,3937.4,1830.2,4085.1,1934.8,418.3,1049545.0,1027243.0,215358.091212,217482.293237,432840.384449,203930.0,204641.0,408571.0,51427.0,593338.384449,914299.0,891997.0,1478943.0,0.766007,1.079402,9.0,7.0,16.0,1370150.402781,2627.0,1614.0,5147.0,2469.0,1703.0,8426.0,12554.0,10289.0,1989.0,10512.0,6991.0,5903.0,4799.0,12816.0,1931.0,3763.0,3413.0,2174.0,2646.0,1639.0,8226.0,2471.0,12642.0,8450.0,2922.0,12364.0,20153.0,11462.0,13083.0,9634.0,856.0,2208.0,944.0,6116.0,1027243.0,1370150.402781,2028.0,1197.0,9289.0,2906.0,1868.0,8870.0,13524.0,10864.0,1815.0,11518.0,7617.0,6029.0,5011.0,13446.0,1534.0,2767.0,4080.0,2930.0,3603.0,2071.0,6822.0,2463.0,11852.0,6456.0,1955.0,14537.0,22301.0,7888.0,12046.0,7003.0,1391.0,2353.0,678.0,6349.0,1027243.0,1370150.402781
sub-HC05002,3323.2,4113.0,2077.0,4462.5,1635.1,478.0,3275.7,5081.5,1778.7,4801.0,1785.4,546.0,1050428.0,1037353.0,229363.297119,231651.670447,461014.967566,199094.5,195427.5,394522.0,60628.0,619674.967566,928340.0,915265.0,1471349.0,0.790461,1.10721,15.0,10.0,25.0,1328879.44043,1943.0,1445.0,6599.0,2332.0,1800.0,9991.0,13428.0,9852.0,2076.0,11697.0,7090.0,6509.0,4925.0,11522.0,2507.0,3914.0,5393.0,2125.0,4074.0,1497.0,9355.0,2778.0,13857.0,9815.0,2685.0,13610.0,21596.0,12435.0,9634.0,10167.0,1090.0,3280.0,778.0,7285.0,1037353.0,1328879.44043,1989.0,1722.0,6984.0,3189.0,1516.0,9983.0,12671.0,10452.0,2496.0,10944.0,7471.0,6541.0,6202.0,12024.0,1837.0,3717.0,4722.0,3030.0,4172.0,1754.0,11152.0,3012.0,14263.0,10754.0,1791.0,13999.0,19588.0,10803.0,11100.0,9935.0,1018.0,3008.0,970.0,6500.0,1037353.0,1328879.44043
sub-HC05003,3917.1,5426.0,2152.2,4595.7,1848.5,449.2,4012.9,5422.7,1977.8,4992.3,1949.1,530.5,1208132.0,1183314.0,232000.683896,234626.057881,466626.741777,260506.5,255914.5,516421.0,66005.0,633713.741777,1072420.0,1047602.0,1661022.0,0.817838,1.12442,7.0,7.0,14.0,1477226.201291,2189.0,1731.0,6507.0,2664.0,1825.0,9456.0,13138.0,11735.0,2375.0,11832.0,6766.0,4671.0,5438.0,11286.0,1855.0,3321.0,4407.0,2054.0,2519.0,1622.0,8429.0,3031.0,13981.0,10241.0,3326.0,14654.0,22305.0,15400.0,11261.0,11004.0,1154.0,2516.0,863.0,6126.0,1183314.0,1477226.201291,2329.0,2141.0,6428.0,3807.0,1905.0,9151.0,14189.0,11524.0,2253.0,11097.0,6473.0,6376.0,5578.0,11916.0,1872.0,3719.0,3211.0,2362.0,3986.0,2831.0,9271.0,3557.0,12523.0,9530.0,2414.0,16555.0,20922.0,12717.0,11853.0,10597.0,1265.0,2398.0,862.0,6743.0,1183314.0,1477226.201291
sub-HC05004,3533.3,5294.6,2018.8,4036.6,1511.7,306.8,3522.2,5492.2,2199.4,4390.6,2050.7,509.7,1120532.0,1105112.0,229210.114111,230107.666559,459317.78067,231726.5,225737.5,457464.0,59195.0,620356.78067,990380.0,974960.0,1581246.0,0.797408,1.125267,12.0,5.0,17.0,1405218.290141,2757.0,1484.0,5258.0,3146.0,1836.0,8459.0,11302.0,10698.0,2542.0,12319.0,7591.0,5099.0,5045.0,12016.0,1634.0,3270.0,5532.0,2494.0,3613.0,1591.0,8901.0,2884.0,12598.0,10371.0,2785.0,14462.0,20226.0,13408.0,12421.0,11867.0,1140.0,2255.0,1283.0,6770.0,1105112.0,1405218.290141,2400.0,2658.0,5828.0,2968.0,1688.0,9256.0,13786.0,10201.0,2562.0,12958.0,7692.0,6899.0,4750.0,10942.0,1828.0,3580.0,4593.0,2696.0,5664.0,1946.0,9752.0,3210.0,12624.0,10370.0,1874.0,12641.0,18595.0,12588.0,11567.0,10500.0,1074.0,2580.0,823.0,6766.0,1105112.0,1405218.290141
sub-HC05005,3554.2,4771.3,1917.7,3558.8,1599.6,367.0,3773.6,4943.7,1885.2,3944.0,1606.3,452.2,1097850.0,1079648.0,220053.839804,223733.688098,443787.527902,229059.0,231603.0,460662.0,55487.0,593803.527902,976859.0,958657.0,1438409.0,0.810411,1.061804,10.0,11.0,21.0,1354683.695825,1857.0,1363.0,7726.0,2814.0,2276.0,7308.0,11084.0,11722.0,2013.0,10707.0,7016.0,5253.0,4811.0,10428.0,1836.0,3568.0,3615.0,2116.0,3284.0,1631.0,8450.0,3254.0,14212.0,9021.0,1961.0,13586.0,23375.0,12578.0,9981.0,10531.0,975.0,2416.0,1047.0,6030.0,1079648.0,1354683.695825,2103.0,1419.0,7529.0,3409.0,1840.0,8576.0,12430.0,11543.0,2097.0,11820.0,7083.0,5947.0,4953.0,10512.0,1833.0,3790.0,3226.0,2632.0,3750.0,2073.0,8913.0,3110.0,13286.0,9746.0,1718.0,13961.0,21213.0,12376.0,10077.0,9708.0,1131.0,2650.0,678.0,6188.0,1079648.0,1354683.695825
sub-HC05006,4095.7,5737.1,2346.1,4046.8,1799.9,526.3,3890.6,6000.6,2046.6,4577.5,1865.7,552.1,1296868.0,1271533.0,263005.546845,267815.706093,530821.252938,267183.0,264037.0,531220.0,66729.0,713979.252938,1152836.0,1127501.0,1712849.0,0.824097,1.088433,11.0,16.0,27.0,1573683.818,2727.0,2412.0,6676.0,2840.0,1674.0,11520.0,14166.0,11840.0,1992.0,12240.0,7410.0,5728.0,5400.0,13664.0,2259.0,4770.0,4911.0,2151.0,4329.0,1361.0,11526.0,3668.0,16276.0,10238.0,3670.0,16060.0,28704.0,13036.0,14389.0,12276.0,1139.0,2815.0,1294.0,7320.0,1271533.0,1573683.818,2159.0,2229.0,7919.0,3779.0,1698.0,11390.0,18753.0,11727.0,2580.0,13217.0,7159.0,6605.0,6157.0,14015.0,1716.0,4359.0,4872.0,2986.0,5352.0,1884.0,9304.0,3438.0,15774.0,11354.0,1967.0,17662.0,25158.0,15597.0,14521.0,10036.0,1403.0,2500.0,858.0,7469.0,1271533.0,1573683.818
sub-HC05007,4020.9,5121.4,2180.5,4319.2,1729.5,492.3,3904.6,5274.0,2114.4,4475.4,1925.4,698.2,1220444.0,1201682.0,239818.401358,246365.48134,486183.882699,253413.5,260554.5,513968.0,64370.0,660257.882699,1082057.0,1063295.0,1658481.0,0.791281,1.075284,8.0,9.0,17.0,1542365.636426,2497.0,795.0,5217.0,3012.0,1919.0,10364.0,12702.0,10708.0,2742.0,13994.0,7767.0,6436.0,4371.0,12059.0,1927.0,3201.0,6598.0,2780.0,3601.0,2299.0,8888.0,2960.0,14967.0,10284.0,2064.0,14329.0,21093.0,12574.0,12736.0,11973.0,1033.0,2435.0,1220.0,7936.0,1201682.0,1542365.636426,2137.0,1889.0,6387.0,3769.0,2065.0,8984.0,16997.0,10320.0,2428.0,13675.0,7214.0,6879.0,5584.0,12548.0,1866.0,3517.0,5295.0,2807.0,4605.0,2267.0,9367.0,3138.0,13744.0,10831.0,1717.0,17828.0,20750.0,13266.0,12124.0,9870.0,1189.0,2627.0,1002.0,7432.0,1201682.0,1542365.636426
sub-HC05008,2922.3,4685.8,1578.5,3855.6,1410.7,286.8,3114.0,5080.3,1687.6,4312.8,1580.4,391.6,945007.0,929554.0,192988.425969,191102.372125,384090.798093,183007.5,180692.5,363700.0,52694.0,541078.798093,815039.0,799586.0,1387350.0,0.764444,1.122269,8.0,8.0,16.0,1236201.487767,1852.0,1188.0,4640.0,2054.0,1799.0,6973.0,9347.0,9251.0,2380.0,9504.0,6181.0,5316.0,4167.0,8139.0,1966.0,3153.0,4092.0,2498.0,3435.0,1477.0,7387.0,2468.0,10293.0,8168.0,1945.0,12393.0,19558.0,10429.0,10525.0,9642.0,1015.0,2481.0,880.0,6209.0,929554.0,1236201.487767,1630.0,1815.0,3754.0,2488.0,1540.0,6894.0,11465.0,7412.0,1743.0,9965.0,5763.0,5055.0,5113.0,10906.0,1686.0,3357.0,2783.0,2394.0,4462.0,1860.0,6257.0,2790.0,10544.0,8905.0,1780.0,13322.0,16583.0,10671.0,9708.0,8960.0,1070.0,1996.0,612.0,5692.0,929554.0,1236201.487767
sub-HC05009,4001.7,4376.2,2816.9,4858.7,1661.5,295.5,4147.1,5529.1,2374.8,5013.7,1827.5,475.4,1269873.0,1225845.0,266541.281265,269191.710187,535732.991452,246500.5,244576.5,491077.0,66580.0,709418.991452,1136819.0,1092791.0,1852511.0,0.699348,1.02022,32.0,17.0,49.0,1815795.046594,3363.0,1945.0,6318.0,3402.0,1958.0,9626.0,13108.0,13371.0,3102.0,12530.0,7776.0,7230.0,5991.0,12955.0,1737.0,4023.0,4775.0,2754.0,3220.0,2316.0,10925.0,4296.0,15116.0,11586.0,2890.0,15951.0,25120.0,15462.0,15534.0,14049.0,1325.0,3439.0,1160.0,7911.0,1225845.0,1815795.046594,2618.0,2292.0,7606.0,3803.0,2180.0,10423.0,15082.0,11540.0,2655.0,14317.0,7304.0,7491.0,6734.0,15124.0,1931.0,3972.0,7778.0,3050.0,6431.0,3343.0,10637.0,3656.0,11533.0,9591.0,2070.0,21619.0,28113.0,9170.0,13910.0,10148.0,1658.0,2474.0,841.0,7799.0,1225845.0,1815795.046594
sub-HC05010,3244.1,5196.9,1662.4,3968.2,1612.3,246.8,3450.8,5233.7,1707.9,4234.8,1800.7,410.2,1040102.0,1029372.0,219005.985255,221467.788679,440473.773935,202213.0,201188.0,403401.0,56269.0,601300.773935,909393.0,898663.0,1398949.0,0.808167,1.086994,9.0,12.0,21.0,1286988.659706,2431.0,1856.0,6985.0,2722.0,2254.0,7330.0,9905.0,11844.0,2080.0,11177.0,6682.0,6091.0,4724.0,10449.0,2084.0,3550.0,4032.0,2114.0,3696.0,2035.0,8352.0,3066.0,12595.0,8878.0,2763.0,14072.0,21972.0,11490.0,10983.0,9435.0,1015.0,2267.0,1192.0,6620.0,1029372.0,1286988.659706,2212.0,1395.0,5748.0,2650.0,1974.0,8201.0,13006.0,9081.0,2339.0,10737.0,7084.0,6917.0,4852.0,11600.0,1952.0,3728.0,3903.0,2709.0,4394.0,1964.0,7712.0,3086.0,11078.0,9067.0,1386.0,15345.0,23026.0,11046.0,11365.0,10269.0,1276.0,2053.0,858.0,7220.0,1029372.0,1286988.659706
sub-HC05011,4203.0,5035.3,1989.7,4350.6,1586.8,501.0,4193.4,5131.1,1845.0,4886.0,1754.1,524.2,1113851.0,1101436.0,235109.564718,237443.716153,472553.280872,223201.0,221998.0,445199.0,63331.0,632701.280872,991844.0,979429.0,1570725.0,0.777057,1.095787,10.0,15.0,25.0,1433421.829378,2690.0,2036.0,5602.0,2882.0,1394.0,7701.0,13510.0,10148.0,2575.0,11264.0,7527.0,5786.0,4569.0,13026.0,1646.0,4062.0,5231.0,2086.0,3129.0,1724.0,11180.0,3177.0,13248.0,11850.0,2582.0,12316.0,22376.0,13000.0,12738.0,12243.0,1053.0,2327.0,1240.0,6961.0,1101436.0,1433421.829378,2678.0,1659.0,6817.0,3376.0,1014.0,7859.0,15537.0,10986.0,2239.0,9854.0,7053.0,6714.0,5377.0,13672.0,2072.0,4053.0,3593.0,2567.0,4992.0,1975.0,9494.0,3775.0,11691.0,10808.0,1439.0,14901.0,20963.0,14190.0,14392.0,10726.0,1124.0,2007.0,983.0,6558.0,1101436.0,1433421.829378
sub-HC05012,3960.0,4936.1,2580.8,5141.9,1823.7,419.3,3799.4,6351.9,2013.8,5375.1,2324.2,613.9,1279517.0,1267460.0,249842.843454,245060.123623,494902.967077,280962.0,277267.0,558229.0,68914.0,682507.967077,1132089.0,1120032.0,1739810.0,0.791285,1.075942,29.0,27.0,56.0,1617011.276646,2442.0,973.0,7344.0,2835.0,1558.0,11618.0,12831.0,12784.0,2497.0,11931.0,7374.0,4558.0,5458.0,11676.0,1811.0,3922.0,4569.0,2424.0,3785.0,1538.0,10720.0,3039.0,14168.0,8762.0,3301.0,17923.0,26445.0,12186.0,15305.0,11422.0,1027.0,2561.0,1120.0,8334.0,1267460.0,1617011.276646,1729.0,2917.0,7312.0,3290.0,1814.0,9847.0,14575.0,13430.0,2300.0,13298.0,7433.0,4851.0,6475.0,10909.0,1796.0,4380.0,3601.0,2666.0,4502.0,1954.0,9381.0,3858.0,15190.0,10344.0,2597.0,15271.0,21646.0,12714.0,13372.0,9249.0,1262.0,3096.0,646.0,7366.0,1267460.0,1617011.276646
sub-HC05013,3710.8,5471.2,2014.0,4881.2,1932.5,320.6,3728.3,5562.8,2069.0,5004.8,1960.4,512.9,1234151.0,1220147.0,244106.752711,243828.244975,487934.997685,259893.0,258056.0,517949.0,66760.0,674528.997685,1085207.0,1071203.0,1631001.0,0.766214,1.012595,8.0,10.0,18.0,1610713.765583,2129.0,2087.0,6379.0,3175.0,2380.0,9106.0,10825.0,10940.0,2739.0,11000.0,7482.0,6995.0,5221.0,10662.0,2083.0,3832.0,4265.0,2431.0,3793.0,1750.0,8578.0,4059.0,15499.0,10482.0,3015.0,17519.0,23580.0,14287.0,14040.0,11364.0,1069.0,3161.0,1191.0,6746.0,1220147.0,1610713.765583,2494.0,1984.0,5878.0,2812.0,2212.0,8686.0,16570.0,11274.0,2832.0,12111.0,7728.0,7171.0,5677.0,12719.0,1916.0,3553.0,3418.0,3200.0,4648.0,1918.0,9103.0,3265.0,14465.0,11121.0,1654.0,18413.0,22381.0,12695.0,12324.0,8168.0,1191.0,2779.0,1052.0,6386.0,1220147.0,1610713.765583
sub-HC05014,3251.9,3851.0,1703.5,3954.5,1463.2,328.3,3090.4,4612.7,1609.0,4026.1,1565.7,463.0,1121989.0,1107807.0,234524.775617,234361.039725,468885.815342,226570.5,224512.5,451083.0,55809.0,631524.815342,988608.0,974426.0,1556475.0,0.815642,1.131496,7.0,14.0,21.0,1375590.098892,2401.0,1810.0,7743.0,2752.0,1540.0,7601.0,10841.0,11748.0,2641.0,10767.0,7571.0,5195.0,4670.0,11222.0,1538.0,3593.0,5566.0,1909.0,3827.0,1706.0,9584.0,3416.0,13296.0,9712.0,2861.0,15748.0,23981.0,13315.0,12413.0,11016.0,1093.0,2402.0,1177.0,7729.0,1107807.0,1375590.098892,2253.0,2460.0,7480.0,3264.0,1762.0,7876.0,12278.0,10752.0,2315.0,11318.0,6735.0,5708.0,5285.0,11470.0,1534.0,3903.0,4428.0,2550.0,5107.0,2421.0,10177.0,3174.0,14948.0,9087.0,2503.0,14674.0,22275.0,11762.0,12017.0,10132.0,1254.0,2923.0,846.0,7532.0,1107807.0,1375590.098892
sub-HC05015,3360.7,4632.4,1984.8,3278.5,1820.0,446.3,3290.3,4700.5,1848.8,4008.3,1784.6,435.5,1041080.0,1018944.0,214762.633203,213337.877663,428100.510867,214297.0,213291.0,427588.0,54627.0,569272.510867,931174.0,909038.0,1479943.0,0.772863,1.09866,11.0,13.0,24.0,1347043.798688,1857.0,991.0,5754.0,2830.0,1022.0,8577.0,10033.0,10221.0,2251.0,11387.0,6678.0,5229.0,4217.0,9870.0,1767.0,3397.0,4308.0,2166.0,3224.0,1818.0,9767.0,2309.0,15185.0,9418.0,1600.0,13741.0,19687.0,13310.0,11001.0,9718.0,1099.0,2349.0,950.0,6636.0,1018944.0,1347043.798688,1408.0,1675.0,4928.0,2840.0,1481.0,7827.0,11541.0,10692.0,2173.0,13983.0,6529.0,6032.0,4804.0,9315.0,1594.0,3767.0,4369.0,2335.0,3545.0,2076.0,7966.0,2739.0,12931.0,9708.0,1680.0,13514.0,19465.0,12797.0,10126.0,8362.0,1361.0,2314.0,802.0,6414.0,1018944.0,1347043.798688
sub-HC05016,4211.9,6458.2,2694.8,4978.9,1802.6,520.2,4219.9,6205.0,2265.0,4946.2,1943.4,550.3,1277173.0,1259989.0,271033.241676,273843.076511,544876.318188,241294.5,241986.5,483281.0,71586.0,746460.318188,1115835.0,1098651.0,1764780.0,0.771297,1.065767,9.0,12.0,21.0,1655877.614703,3091.0,2366.0,6279.0,2366.0,2194.0,10590.0,15336.0,14843.0,3429.0,13544.0,8403.0,5722.0,5378.0,13149.0,1972.0,4356.0,4285.0,2278.0,4480.0,1410.0,10704.0,4172.0,14924.0,11468.0,3389.0,17377.0,26172.0,15488.0,13839.0,12507.0,1460.0,2782.0,1477.0,9331.0,1259989.0,1655877.614703,2378.0,2377.0,7114.0,3227.0,2087.0,11933.0,18386.0,13712.0,2873.0,14745.0,9267.0,6748.0,6485.0,12672.0,2088.0,3837.0,3860.0,3176.0,4809.0,2076.0,11534.0,4487.0,16476.0,11531.0,2599.0,16219.0,23504.0,13301.0,14327.0,12354.0,1305.0,2869.0,1086.0,8139.0,1259989.0,1655877.614703
sub-HC05017,3592.1,5039.1,1973.1,4187.3,1544.8,360.6,3445.7,5043.8,1768.4,4260.1,1767.2,413.8,1122803.0,1099082.0,228131.108249,224675.324141,452806.43239,234939.5,233369.5,468309.0,60040.0,606857.43239,1003531.0,979810.0,1578100.0,0.762647,1.0719,13.0,16.0,29.0,1472245.41233,1740.0,2679.0,6899.0,3029.0,1814.0,9324.0,11000.0,11393.0,2304.0,10896.0,7148.0,5574.0,4609.0,11106.0,2034.0,3884.0,5467.0,2509.0,3698.0,2036.0,10497.0,3453.0,13135.0,8510.0,2692.0,15930.0,21291.0,12174.0,11186.0,8936.0,941.0,2831.0,1006.0,6290.0,1099082.0,1472245.41233,2112.0,1866.0,7361.0,2892.0,1830.0,8065.0,14287.0,9799.0,2460.0,11836.0,7069.0,6342.0,5360.0,11937.0,1880.0,3414.0,4475.0,3089.0,4019.0,2153.0,9316.0,3641.0,13829.0,8451.0,2162.0,13421.0,20462.0,11700.0,11841.0,8527.0,1032.0,1467.0,686.0,5864.0,1099082.0,1472245.41233
sub-HC05018,3757.9,4490.2,2220.6,3951.7,1997.1,415.8,3709.2,5110.3,2010.6,4390.5,1730.2,613.2,1125612.0,1109556.0,232630.048528,232023.624181,464653.672709,223908.0,220401.0,444309.0,61622.0,640172.672709,985839.0,969783.0,1606968.0,0.78897,1.126365,18.0,18.0,36.0,1426685.362437,2483.0,1220.0,6651.0,3096.0,1608.0,10451.0,12956.0,12024.0,2400.0,12392.0,7335.0,6191.0,4444.0,11017.0,2147.0,3276.0,3736.0,2722.0,3149.0,1986.0,9426.0,2921.0,13543.0,9069.0,2714.0,13963.0,21835.0,12561.0,13138.0,9860.0,975.0,2775.0,1223.0,6944.0,1109556.0,1426685.362437,2345.0,2016.0,6747.0,3324.0,1831.0,10084.0,14367.0,10372.0,2419.0,12790.0,7112.0,7090.0,5688.0,11894.0,1966.0,3712.0,4138.0,3353.0,3296.0,2164.0,9714.0,2397.0,13482.0,9416.0,2203.0,14107.0,18961.0,12573.0,12016.0,9251.0,1297.0,2551.0,1086.0,6200.0,1109556.0,1426685.362437
sub-HC05019,4116.9,5319.4,2069.3,4042.9,1414.5,433.5,4001.3,5052.2,1924.1,4164.9,1710.7,528.1,1114948.0,1101173.0,223973.674273,223031.227931,447004.902204,226846.5,224010.5,450857.0,58245.0,616925.902204,968610.0,954835.0,1587468.0,0.777171,1.10654,9.0,9.0,18.0,1434623.575875,1940.0,1370.0,4913.0,2996.0,1782.0,8975.0,11403.0,13235.0,2409.0,13422.0,6808.0,5176.0,4653.0,12435.0,1663.0,3304.0,4669.0,2065.0,3887.0,1573.0,8763.0,2697.0,13692.0,7462.0,2463.0,13157.0,23752.0,12013.0,9909.0,9734.0,1018.0,2907.0,933.0,6607.0,1101173.0,1434623.575875,1648.0,1696.0,5188.0,3497.0,1442.0,9030.0,10973.0,13412.0,1995.0,14540.0,6339.0,5479.0,5076.0,12036.0,1733.0,3473.0,4119.0,2562.0,3944.0,1930.0,7651.0,2779.0,12609.0,7860.0,1868.0,13557.0,22671.0,12631.0,10883.0,8807.0,1317.0,2182.0,949.0,7010.0,1101173.0,1434623.575875
sub-HC05020,3455.8,5643.6,1959.6,4053.8,1734.1,371.2,3395.3,5820.6,2270.4,4853.1,1908.1,514.0,1103780.0,1092646.0,226715.567883,226919.405529,453634.973412,227765.5,226366.5,454132.0,60740.0,614783.973412,977769.0,966635.0,1484618.0,0.791614,1.064745,23.0,22.0,45.0,1394340.826102,2634.0,1195.0,6285.0,2509.0,1519.0,8798.0,11456.0,10043.0,2098.0,12264.0,7379.0,5902.0,4862.0,11981.0,1884.0,3084.0,5769.0,2300.0,4013.0,1564.0,9002.0,2833.0,13277.0,9450.0,2668.0,13298.0,20676.0,12377.0,13262.0,11338.0,958.0,2050.0,1219.0,7083.0,1092646.0,1394340.826102,2173.0,2303.0,5775.0,3161.0,1689.0,8842.0,13163.0,10623.0,2254.0,11382.0,7629.0,5405.0,5501.0,13495.0,1842.0,3658.0,3849.0,2591.0,4245.0,2225.0,7863.0,2690.0,13830.0,9702.0,2364.0,13275.0,19571.0,12299.0,12552.0,9156.0,1596.0,2632.0,873.0,6455.0,1092646.0,1394340.826102
sub-HC05021,3539.7,6042.1,2205.6,4915.5,2245.2,523.9,3662.4,5912.0,2153.8,5148.2,2338.8,723.7,1400030.0,1385895.0,296213.95432,295858.791803,592072.746123,288179.0,289941.0,578120.0,67713.0,778365.746123,1250232.0,1236097.0,1905165.0,0.803529,1.093445,9.0,12.0,21.0,1742351.265254,2976.0,2560.0,8693.0,3360.0,1949.0,9631.0,15981.0,17958.0,3125.0,15300.0,8900.0,7241.0,6505.0,16453.0,2401.0,4259.0,5404.0,2679.0,4416.0,1893.0,10692.0,4706.0,17703.0,11274.0,3531.0,17728.0,29465.0,14271.0,17610.0,14172.0,1261.0,2338.0,1266.0,8168.0,1385895.0,1742351.265254,2157.0,2442.0,8026.0,3446.0,2260.0,11294.0,18935.0,15786.0,2742.0,16129.0,9724.0,8066.0,6591.0,15868.0,1783.0,4275.0,4354.0,3651.0,4573.0,2405.0,10976.0,4202.0,18135.0,13823.0,2587.0,17745.0,27517.0,15186.0,16008.0,11739.0,1610.0,2664.0,1208.0,7700.0,1385895.0,1742351.265254
sub-HC05022,3293.0,6023.7,2341.9,4974.7,1899.0,406.9,3489.0,6114.6,2191.4,5220.5,2162.7,629.7,1317338.0,1298866.0,246167.052431,250373.577172,496540.629604,282940.5,283142.5,566083.0,67536.0,700225.629604,1147122.0,1128650.0,1814293.0,0.779277,1.073252,24.0,13.0,37.0,1690462.551235,2327.0,1805.0,7256.0,2539.0,1791.0,9653.0,12743.0,11391.0,2965.0,12880.0,7999.0,5432.0,5048.0,12308.0,2129.0,3318.0,4430.0,2502.0,4224.0,1530.0,10206.0,3389.0,12669.0,8728.0,2901.0,17054.0,26089.0,12284.0,13054.0,12700.0,1032.0,2746.0,1226.0,7871.0,1298866.0,1690462.551235,1842.0,2216.0,7021.0,3352.0,1748.0,8720.0,15305.0,13040.0,2386.0,12620.0,8263.0,6866.0,5770.0,12633.0,2160.0,4121.0,3713.0,3088.0,4593.0,1865.0,9291.0,3300.0,12942.0,9659.0,2462.0,18275.0,23692.0,12640.0,13762.0,10076.0,1190.0,2783.0,1241.0,7699.0,1298866.0,1690462.551235
sub-HC05023,3474.4,5107.4,2372.3,4277.7,1888.6,426.8,3689.0,5058.5,2311.5,4531.0,2045.8,581.9,1036977.0,1026242.0,217984.476443,220411.542378,438396.018821,195484.0,193955.0,389439.0,60242.0,608857.018821,897638.0,886903.0,1419039.0,0.756082,1.034651,16.0,9.0,25.0,1371514.433215,2388.0,1869.0,5511.0,2503.0,1765.0,8582.0,10858.0,9144.0,2421.0,10735.0,6340.0,4761.0,4793.0,10819.0,2101.0,3443.0,4216.0,1844.0,2898.0,1609.0,7688.0,3138.0,13769.0,9600.0,3097.0,13630.0,21190.0,12866.0,12078.0,10417.0,1205.0,2413.0,1174.0,6866.0,1026242.0,1371514.433215,1938.0,2123.0,5585.0,3140.0,1971.0,6935.0,13751.0,11900.0,2329.0,10381.0,6651.0,5859.0,5550.0,11353.0,1967.0,3973.0,3247.0,2423.0,4013.0,2139.0,7336.0,3218.0,13384.0,9769.0,1731.0,15287.0,18932.0,11885.0,10756.0,9160.0,1500.0,2625.0,724.0,6725.0,1026242.0,1371514.433215
